START
config	160	380
batch	0	test_loss	2.46614e+06
batch	20	test_loss	181276.0
batch	40	test_loss	63413.4
batch	60	test_loss	47352.5
batch	80	test_loss	44820.8
batch	100	test_loss	43737.3
batch	120	test_loss	42850.4
batch	140	test_loss	41947.3
batch	160	test_loss	41012.0
batch	180	test_loss	40056.3
batch	200	test_loss	39086.2
batch	220	test_loss	38095.8
batch	240	test_loss	37095.0
batch	260	test_loss	36129.4
batch	280	test_loss	35180.9
batch	300	test_loss	34249.5
batch	320	test_loss	33347.9
batch	340	test_loss	32496.7
batch	360	test_loss	31649.4
batch	380	test_loss	30838.5
batch	400	test_loss	30056.5
batch	420	test_loss	29294.2
batch	440	test_loss	28575.0
batch	460	test_loss	27877.2
batch	480	test_loss	27217.9
batch	500	test_loss	26573.9
batch	520	test_loss	25953.2
batch	540	test_loss	25372.2
batch	560	test_loss	24798.0
batch	580	test_loss	24258.6
batch	600	test_loss	23725.4
batch	620	test_loss	23224.5
batch	640	test_loss	22720.1
batch	660	test_loss	22242.7
batch	680	test_loss	21783.4
batch	700	test_loss	21338.4
batch	720	test_loss	20896.9
batch	740	test_loss	20464.0
batch	760	test_loss	20056.7
batch	780	test_loss	19644.7
batch	800	test_loss	19249.8
batch	820	test_loss	18866.2
batch	840	test_loss	18493.1
batch	860	test_loss	18128.4
batch	880	test_loss	17782.2
batch	900	test_loss	17447.4
batch	920	test_loss	17101.4
batch	940	test_loss	16772.4
batch	960	test_loss	16458.0
batch	980	test_loss	16151.7
batch	1000	test_loss	15856.7
batch	1020	test_loss	15569.5
batch	1040	test_loss	15288.7
batch	1060	test_loss	15014.3
batch	1080	test_loss	14759.7
batch	1100	test_loss	14495.5
batch	1120	test_loss	14252.3
batch	1140	test_loss	14008.6
batch	1160	test_loss	13762.8
batch	1180	test_loss	13535.2
batch	1200	test_loss	13309.1
batch	1220	test_loss	13102.2
batch	1240	test_loss	12884.4
batch	1260	test_loss	12671.8
batch	1280	test_loss	12471.6
batch	1300	test_loss	12279.0
batch	1320	test_loss	12093.8
batch	1340	test_loss	11905.4
batch	1360	test_loss	11722.9
batch	1380	test_loss	11548.6
batch	1400	test_loss	11382.8
batch	1420	test_loss	11215.8
batch	1440	test_loss	11045.5
batch	1460	test_loss	10900.9
batch	1480	test_loss	10741.9
batch	1500	test_loss	10590.0
batch	1520	test_loss	10444.7
batch	1540	test_loss	10298.5
batch	1560	test_loss	10166.7
batch	1580	test_loss	10032.6
batch	1600	test_loss	9897.14
batch	1620	test_loss	9765.94
batch	1640	test_loss	9649.11
batch	1660	test_loss	9529.61
batch	1680	test_loss	9404.49
batch	1700	test_loss	9297.8
batch	1720	test_loss	9184.75
batch	1740	test_loss	9071.01
batch	1760	test_loss	8967.68
batch	1780	test_loss	8855.98
batch	1800	test_loss	8752.11
batch	1820	test_loss	8654.94
batch	1840	test_loss	8546.34
batch	1860	test_loss	8453.69
batch	1880	test_loss	8362.56
batch	1900	test_loss	8277.71
batch	1920	test_loss	8181.46
batch	1940	test_loss	8100.42
batch	1960	test_loss	8011.58
batch	1980	test_loss	7928.54
batch	2000	test_loss	7844.31
batch	2020	test_loss	7764.56
batch	2040	test_loss	7684.82
batch	2060	test_loss	7603.25
batch	2080	test_loss	7538.65
batch	2100	test_loss	7462.72
batch	2120	test_loss	7392.62
batch	2140	test_loss	7323.52
batch	2160	test_loss	7255.36
batch	2180	test_loss	7189.58
batch	2200	test_loss	7115.11
batch	2220	test_loss	7063.35
batch	2240	test_loss	7001.22
batch	2260	test_loss	6937.07
batch	2280	test_loss	6870.67
batch	2300	test_loss	6804.53
batch	2320	test_loss	6748.97
batch	2340	test_loss	6700.42
batch	2360	test_loss	6639.37
batch	2380	test_loss	6590.74
batch	2400	test_loss	6531.37
batch	2420	test_loss	6479.73
batch	2440	test_loss	6427.79
batch	2460	test_loss	6374.67
batch	2480	test_loss	6324.39
batch	2500	test_loss	6273.8
batch	2520	test_loss	6223.56
batch	2540	test_loss	6180.97
batch	2560	test_loss	6133.48
batch	2580	test_loss	6090.86
batch	2600	test_loss	6032.71
batch	2620	test_loss	5998.71
batch	2640	test_loss	5950.64
batch	2660	test_loss	5920.19
batch	2680	test_loss	5874.77
batch	2700	test_loss	5827.58
batch	2720	test_loss	5791.75
batch	2740	test_loss	5753.31
batch	2760	test_loss	5721.04
batch	2780	test_loss	5675.62
batch	2800	test_loss	5640.08
batch	2820	test_loss	5610.86
batch	2840	test_loss	5570.87
batch	2860	test_loss	5528.43
batch	2880	test_loss	5498.15
batch	2900	test_loss	5460.02
batch	2920	test_loss	5429.6
batch	2940	test_loss	5403.68
batch	2960	test_loss	5367.79
batch	2980	test_loss	5333.37
batch	3000	test_loss	5298.53
batch	3020	test_loss	5275.49
batch	3040	test_loss	5241.11
batch	3060	test_loss	5205.98
batch	3080	test_loss	5186.6
batch	3100	test_loss	5158.7
batch	3120	test_loss	5127.92
batch	3140	test_loss	5100.13
batch	3160	test_loss	5078.87
batch	3180	test_loss	5049.77
batch	3200	test_loss	5025.37
batch	3220	test_loss	5004.65
batch	3240	test_loss	4966.66
batch	3260	test_loss	4948.34
batch	3280	test_loss	4926.09
batch	3300	test_loss	4892.38
batch	3320	test_loss	4875.21
batch	3340	test_loss	4854.78
batch	3360	test_loss	4835.43
batch	3380	test_loss	4820.12
batch	3400	test_loss	4781.18
batch	3420	test_loss	4766.03
batch	3440	test_loss	4743.03
batch	3460	test_loss	4722.5
batch	3480	test_loss	4699.4
batch	3500	test_loss	4681.38
batch	3520	test_loss	4666.42
batch	3540	test_loss	4642.28
batch	3560	test_loss	4625.05
batch	3580	test_loss	4612.04
batch	3600	test_loss	4590.28
batch	3620	test_loss	4563.97
batch	3640	test_loss	4548.7
batch	3660	test_loss	4543.12
batch	3680	test_loss	4518.55
batch	3700	test_loss	4495.89
batch	3720	test_loss	4486.52
batch	3740	test_loss	4469.31
batch	3760	test_loss	4449.79
batch	3780	test_loss	4432.96
batch	3800	test_loss	4412.49
batch	3820	test_loss	4401.47
batch	3840	test_loss	4390.45
batch	3860	test_loss	4363.82
batch	3880	test_loss	4355.82
batch	3900	test_loss	4343.31
batch	3920	test_loss	4329.72
batch	3940	test_loss	4310.28
batch	3960	test_loss	4303.6
batch	3980	test_loss	4297.07
batch	4000	test_loss	4277.54
batch	4020	test_loss	4268.34
batch	4040	test_loss	4254.33
batch	4060	test_loss	4242.92
batch	4080	test_loss	4227.44
batch	4100	test_loss	4216.6
batch	4120	test_loss	4207.3
batch	4140	test_loss	4195.51
batch	4160	test_loss	4190.12
batch	4180	test_loss	4175.61
batch	4200	test_loss	4161.47
batch	4220	test_loss	4153.36
batch	4240	test_loss	4147.64
batch	4260	test_loss	4134.72
batch	4280	test_loss	4122.38
batch	4300	test_loss	4106.65
batch	4320	test_loss	4093.9
batch	4340	test_loss	4093.7
batch	4360	test_loss	4077.61
batch	4380	test_loss	4074.17
batch	4400	test_loss	4065.89
batch	4420	test_loss	4055.23
batch	4440	test_loss	4051.5
batch	4460	test_loss	4045.47
batch	4480	test_loss	4028.4
batch	4500	test_loss	4024.57
batch	4520	test_loss	4000.28
batch	4540	test_loss	4008.89
batch	4560	test_loss	3995.78
batch	4580	test_loss	3984.52
batch	4600	test_loss	3982.55
batch	4620	test_loss	3976.72
batch	4640	test_loss	3969.39
batch	4660	test_loss	3957.66
batch	4680	test_loss	3951.21
batch	4700	test_loss	3943.49
batch	4720	test_loss	3944.23
batch	4740	test_loss	3937.6
batch	4760	test_loss	3936.7
batch	4780	test_loss	3929.9
batch	4800	test_loss	3918.73
batch	4820	test_loss	3908.34
batch	4840	test_loss	3902.28
batch	4860	test_loss	3902.21
batch	4880	test_loss	3887.9
batch	4900	test_loss	3893.86
batch	4920	test_loss	3882.2
batch	4940	test_loss	3871.67
batch	4960	test_loss	3876.6
batch	4980	test_loss	3857.55
batch	5000	test_loss	3857.1
batch	5020	test_loss	3862.7
batch	5040	test_loss	3849.39
batch	5060	test_loss	3842.85
batch	5080	test_loss	3838.96
batch	5100	test_loss	3834.27
batch	5120	test_loss	3823.11
batch	5140	test_loss	3819.89
batch	5160	test_loss	3831.55
batch	5180	test_loss	3817.39
batch	5200	test_loss	3813.81
batch	5220	test_loss	3819.99
batch	5240	test_loss	3804.81
batch	5260	test_loss	3796.44
batch	5280	test_loss	3800.37
batch	5300	test_loss	3789.72
batch	5320	test_loss	3787.84
batch	5340	test_loss	3791.28
batch	5360	test_loss	3782.46
batch	5380	test_loss	3792.87
batch	5400	test_loss	3768.16
batch	5420	test_loss	3770.51
batch	5440	test_loss	3764.46
batch	5460	test_loss	3760.55
batch	5480	test_loss	3754.9
batch	5500	test_loss	3745.54
batch	5520	test_loss	3750.6
batch	5540	test_loss	3743.97
batch	5560	test_loss	3742.67
batch	5580	test_loss	3743.06
batch	5600	test_loss	3744.47
batch	5620	test_loss	3726.77
batch	5640	test_loss	3727.13
batch	5660	test_loss	3734.1
batch	5680	test_loss	3738.15
batch	5700	test_loss	3724.76
batch	5720	test_loss	3730.36
batch	5740	test_loss	3712.38
batch	5760	test_loss	3709.38
batch	5780	test_loss	3709.82
batch	5800	test_loss	3701.97
batch	5820	test_loss	3706.15
batch	5840	test_loss	3700.61
batch	5860	test_loss	3698.22
batch	5880	test_loss	3695.14
batch	5900	test_loss	3701.19
batch	5920	test_loss	3691.73
batch	5940	test_loss	3687.1
batch	5960	test_loss	3685.3
batch	5980	test_loss	3681.07
batch	6000	test_loss	3692.52
batch	6020	test_loss	3677.6
batch	6040	test_loss	3681.6
batch	6060	test_loss	3679.51
batch	6080	test_loss	3674.96
batch	6100	test_loss	3675.61
batch	6120	test_loss	3672.56
batch	6140	test_loss	3667.29
batch	6160	test_loss	3672.35
batch	6180	test_loss	3674.65
batch	6200	test_loss	3661.71
batch	6220	test_loss	3659.66
batch	6240	test_loss	3663.58
batch	6260	test_loss	3651.43
batch	6280	test_loss	3648.29
batch	6300	test_loss	3647.91
batch	6320	test_loss	3646.23
batch	6340	test_loss	3647.18
batch	6360	test_loss	3642.34
batch	6380	test_loss	3650.88
batch	6400	test_loss	3647.63
batch	6420	test_loss	3641.49
batch	6440	test_loss	3644.54
batch	6460	test_loss	3650.93
batch	6480	test_loss	3638.96
batch	6500	test_loss	3635.08
batch	6520	test_loss	3638.35
batch	6540	test_loss	3632.72
batch	6560	test_loss	3622.4
batch	6580	test_loss	3630.13
batch	6600	test_loss	3632.53
batch	6620	test_loss	3630.47
batch	6640	test_loss	3631.58
batch	6660	test_loss	3623.36
batch	6680	test_loss	3621.52
batch	6700	test_loss	3620.53
batch	6720	test_loss	3617.52
batch	6740	test_loss	3628.9
batch	6760	test_loss	3615.16
batch	6780	test_loss	3617.26
batch	6800	test_loss	3616.87
batch	6820	test_loss	3616.87
batch	6840	test_loss	3618.12
batch	6860	test_loss	3616.18
batch	6880	test_loss	3600.66
batch	6900	test_loss	3604.81
batch	6920	test_loss	3609.84
batch	6940	test_loss	3612.78
batch	6960	test_loss	3614.22
batch	6980	test_loss	3606.83
batch	7000	test_loss	3609.48
batch	7020	test_loss	3600.01
batch	7040	test_loss	3588.82
batch	7060	test_loss	3599.22
batch	7080	test_loss	3605.53
batch	7100	test_loss	3592.03
batch	7120	test_loss	3598.76
batch	7140	test_loss	3597.41
batch	7160	test_loss	3591.5
batch	7180	test_loss	3585.2
batch	7200	test_loss	3597.4
batch	7220	test_loss	3601.09
batch	7240	test_loss	3582.21
batch	7260	test_loss	3592.31
batch	7280	test_loss	3580.27
STOP
