	Experiment	Encoded_len	Uniq_words	Variational	Uniq	Layernum	Train_char_acc	Valid_char_acc	Test_char_acc	Test_word_acc	Test_Leven_avg	Train_Leven_avg	Valid_Leven_avg	Layers
470	uniq_autoencoder_top_uni__20170427003315	140	200000	False	True	4	0.92103	0.9207775	0.920905	0.2747	1.581	1.57860625	1.58395	[340, 140, 340, 960]
471	uniq_autoencoder_top_uni__20170427003402	180	200000	False	True	4	0.949491875	0.9488925	0.94875	0.45755	1.02455	1.00979375	1.0219	[620, 180, 620, 960]
472	uniq_autoencoder_top_uni__20170427003402	180	200000	False	True	4	0.94897375	0.948375	0.9484025	0.45425	1.0313	1.02015625	1.03235	[620, 180, 620, 960]
473	uniq_autoencoder_random_uni__20170427003612	80	200000	False	True	4	0.8273846875	0.826025	0.8250825	0.0502	3.49595	3.45025	3.47705	[320, 80, 320, 960]
474	uniq_autoencoder_random_uni__20170427003612	80	200000	False	True	4	0.8219790625	0.820575	0.819375	0.0446	3.60935	3.5576875	3.58545	[320, 80, 320, 960]
475	uniq_variational_random_uni__20170427003834	400	200000	True	True	2	0.9733700892857143	0.9743225	0.97426	0.70475	0.5144	0.51163125	0.51185	[400, 960]
476	uniq_variational_random_uni__20170427003834	400	200000	True	True	2	0.9728763392857143	0.9741	0.97383	0.7011	0.52295	0.5197375	0.5202	[400, 960]
477	uniq_autoencoder_top_uni__20170427003958	300	200000	False	True	4	0.9816225	0.9812275	0.9815725	0.78795	0.3682	0.36726875	0.37525	[540, 300, 540, 960]
478	uniq_autoencoder_top_uni__20170427003958	300	200000	False	True	4	0.9815234375	0.981135	0.9814875	0.78695	0.37	0.3692125	0.3771	[540, 300, 540, 960]
479	uniq_autoencoder_random_uni__20170427004017	20	200000	False	True	4	0.72207625	0.7185125	0.721245	0.00435	5.56695	5.5511	5.6221	[700, 20, 700, 960]
480	uniq_autoencoder_random_uni__20170427004017	20	200000	False	True	4	0.7122403125	0.709315	0.712215	0.00295	5.74465	5.74463125	5.8021	[700, 20, 700, 960]
481	uniq_autoencoder_top_uni__20170427004247	140	200000	False	True	4	0.921204375	0.92112	0.92103	0.27185	1.5786	1.5751	1.5765	[380, 140, 380, 960]
482	uniq_autoencoder_top_uni__20170427004247	140	200000	False	True	4	0.9219025	0.9218475	0.921895	0.2798	1.56105	1.56115	1.56245	[380, 140, 380, 960]
483	uniq_autoencoder_random_uni__20170427004306	80	200000	False	True	4	0.8352184375	0.83374	0.83289	0.0634	3.3392	3.29339375	3.32215	[360, 80, 360, 960]
484	uniq_autoencoder_random_uni__20170427004306	80	200000	False	True	4	0.8295090625	0.8278825	0.82718	0.0539	3.4538	3.40771875	3.43975	[360, 80, 360, 960]
485	uniq_autoencoder_top_uni__20170427004351	180	200000	False	True	4	0.9507178125	0.95013	0.9501575	0.46795	0.99645	0.9852125	0.99715	[660, 180, 660, 960]
486	uniq_autoencoder_top_uni__20170427004351	180	200000	False	True	4	0.9502525	0.94949	0.949625	0.46315	1.00665	0.9943875	1.00985	[660, 180, 660, 960]
487	uniq_variational_random_uni__20170427004709	420	200000	True	True	2	0.9761107142857143	0.977265	0.9772225	0.73395	0.45425	0.454825	0.4544	[420, 960]
488	uniq_variational_random_uni__20170427004709	420	200000	True	True	2	0.9761629464285714	0.9773575	0.9772025	0.73275	0.45535	0.45538125	0.45205	[420, 960]
489	uniq_autoencoder_top_uni__20170427004742	300	200000	False	True	4	0.980773125	0.9805375	0.9807075	0.77585	0.3856	0.38425	0.38905	[580, 300, 580, 960]
490	uniq_autoencoder_top_uni__20170427004742	300	200000	False	True	4	0.981279375	0.9808575	0.9811725	0.78165	0.37645	0.37424375	0.3827	[580, 300, 580, 960]
491	uniq_autoencoder_random_uni__20170427004933	40	200000	False	True	4	0.77033625	0.7681825	0.770525	0.01455	4.58575	4.58941875	4.6325	[240, 40, 240, 960]
492	uniq_autoencoder_random_uni__20170427004933	40	200000	False	True	4	0.7773978125	0.77483	0.77743	0.0186	4.4461	4.44621875	4.4975	[240, 40, 240, 960]
493	uniq_autoencoder_random_uni__20170427005006	80	200000	False	True	4	0.8371921875	0.8355	0.83481	0.06425	3.3009	3.25350625	3.28775	[400, 80, 400, 960]
494	uniq_autoencoder_random_uni__20170427005006	80	200000	False	True	4	0.8395971875	0.8382425	0.837365	0.06765	3.24915	3.20528125	3.2317	[400, 80, 400, 960]
495	uniq_autoencoder_top_uni__20170427005217	140	200000	False	True	4	0.9254115625	0.9248925	0.9252575	0.296	1.49395	1.4911125	1.5012	[420, 140, 420, 960]
496	uniq_autoencoder_top_uni__20170427005217	140	200000	False	True	4	0.9241425	0.923615	0.923815	0.2892	1.52265	1.51638125	1.52695	[420, 140, 420, 960]
497	uniq_autoencoder_top_uni__20170427005408	180	200000	False	True	4	0.9536378125	0.952905	0.9529725	0.492	0.9401	0.92691875	0.9416	[700, 180, 700, 960]
498	uniq_autoencoder_top_uni__20170427005408	180	200000	False	True	4	0.9523053125	0.9514675	0.951655	0.48285	0.96615	0.9533625	0.9703	[700, 180, 700, 960]
499	uniq_autoencoder_top_uni__20170427005537	300	200000	False	True	4	0.9811059375	0.9807225	0.9810525	0.7817	0.37875	0.37763125	0.38535	[620, 300, 620, 960]
500	uniq_autoencoder_top_uni__20170427005537	300	200000	False	True	4	0.9815078125	0.981125	0.9815	0.786	0.3698	0.369575	0.3774	[620, 300, 620, 960]
501	uniq_variational_random_uni__20170427005643	440	200000	True	True	2	0.9796129464285714	0.9807575	0.9806575	0.77165	0.3861	0.385825	0.38445	[440, 960]
502	uniq_variational_random_uni__20170427005643	440	200000	True	True	2	0.9790910714285714	0.9802275	0.9801575	0.7653	0.397	0.395125	0.39435	[440, 960]
503	uniq_autoencoder_random_uni__20170427005709	80	200000	False	True	4	0.8471734375	0.8453925	0.8443	0.07725	3.1116	3.05436875	3.08965	[440, 80, 440, 960]
504	uniq_autoencoder_random_uni__20170427005709	80	200000	False	True	4	0.8477396875	0.8459725	0.84517	0.07575	3.0938	3.04308125	3.0785	[440, 80, 440, 960]
505	uniq_autoencoder_random_uni__20170427005758	40	200000	False	True	4	0.7849475	0.7826575	0.7850675	0.0201	4.2934	4.296025	4.34135	[280, 40, 280, 960]
506	uniq_autoencoder_random_uni__20170427005758	40	200000	False	True	4	0.778879375	0.776675	0.779575	0.01705	4.40385	4.41783125	4.4609	[280, 40, 280, 960]
507	uniq_autoencoder_top_uni__20170427010152	140	200000	False	True	4	0.927711875	0.927575	0.9276375	0.31275	1.4464	1.4452125	1.44795	[460, 140, 460, 960]
508	uniq_autoencoder_top_uni__20170427010152	140	200000	False	True	4	0.927033125	0.926765	0.9269875	0.30495	1.45955	1.45880625	1.4643	[460, 140, 460, 960]
509	uniq_autoencoder_top_uni__20170427010332	300	200000	False	True	4	0.9812065625	0.9808075	0.9811675	0.78125	0.37655	0.37565625	0.38375	[660, 300, 660, 960]
510	uniq_autoencoder_top_uni__20170427010332	300	200000	False	True	4	0.981229375	0.98081	0.98112	0.78145	0.3774	0.3751375	0.3837	[660, 300, 660, 960]
511	uniq_autoencoder_random_uni__20170427010420	80	200000	False	True	4	0.850619375	0.84862	0.84803	0.08395	3.03665	2.9853875	3.02455	[480, 80, 480, 960]
512	uniq_autoencoder_random_uni__20170427010420	80	200000	False	True	4	0.852086875	0.850395	0.8492175	0.08515	3.0131	2.95618125	2.98975	[480, 80, 480, 960]
513	uniq_autoencoder_top_uni__20170427010431	200	200000	False	True	4	0.956006875	0.955505	0.95541	0.51815	0.8913	0.87941875	0.8898	[400, 200, 400, 960]
514	uniq_autoencoder_top_uni__20170427010431	200	200000	False	True	4	0.9559953125	0.9555125	0.9554625	0.52145	0.89025	0.8797	0.88965	[400, 200, 400, 960]
515	uniq_variational_random_uni__20170427010510	460	200000	True	True	2	0.9815254464285714	0.9825525	0.98255	0.7927	0.34915	0.34736875	0.34935	[460, 960]
516	uniq_variational_random_uni__20170427010510	460	200000	True	True	2	0.9814285714285714	0.9826375	0.982505	0.79165	0.3498	0.34791875	0.34985	[460, 960]
517	uniq_autoencoder_random_uni__20170427010618	40	200000	False	True	4	0.7869546875	0.7842975	0.7869175	0.02185	4.25595	4.2548375	4.3081	[320, 40, 320, 960]
518	uniq_autoencoder_random_uni__20170427010618	40	200000	False	True	4	0.795504375	0.7929625	0.7952125	0.0249	4.09325	4.0873125	4.13785	[320, 40, 320, 960]
519	uniq_autoencoder_top_uni__20170427011124	140	200000	False	True	4	0.92989	0.9296525	0.929405	0.32135	1.41095	1.4014625	1.4062	[500, 140, 500, 960]
520	uniq_autoencoder_top_uni__20170427011124	140	200000	False	True	4	0.9314021875	0.931265	0.931075	0.3345	1.378	1.3712625	1.37415	[500, 140, 500, 960]
521	uniq_autoencoder_top_uni__20170427011135	300	200000	False	True	4	0.98057875	0.9802	0.9804575	0.77365	0.39065	0.38818125	0.39585	[700, 300, 700, 960]
522	uniq_autoencoder_top_uni__20170427011135	300	200000	False	True	4	0.9810428125	0.98073	0.98094	0.7793	0.381	0.3788875	0.38525	[700, 300, 700, 960]
523	uniq_autoencoder_random_uni__20170427011142	80	200000	False	True	4	0.861239375	0.8595025	0.8586075	0.09815	2.82555	2.773425	2.80785	[520, 80, 520, 960]
524	uniq_autoencoder_random_uni__20170427011142	80	200000	False	True	4	0.8595225	0.8578	0.856735	0.09685	2.86275	2.8073375	2.84175	[520, 80, 520, 960]
525	uniq_autoencoder_top_uni__20170427011401	200	200000	False	True	4	0.9561609375	0.9556425	0.95556	0.52055	0.8882	0.87626875	0.88695	[440, 200, 440, 960]
526	uniq_autoencoder_top_uni__20170427011401	200	200000	False	True	4	0.9559790625	0.9553975	0.9554375	0.5178	0.89065	0.8799375	0.8917	[440, 200, 440, 960]
527	uniq_autoencoder_random_uni__20170427011426	40	200000	False	True	4	0.8031021875	0.80077	0.8030175	0.0315	3.9345	3.93325	3.98055	[360, 40, 360, 960]
528	uniq_autoencoder_random_uni__20170427011426	40	200000	False	True	4	0.795505	0.7928475	0.795335	0.02645	4.08835	4.08544375	4.13795	[360, 40, 360, 960]
529	uniq_variational_random_uni__20170427011559	480	200000	True	True	2	0.9843691964285715	0.9855825	0.98562	0.82835	0.2874	0.28939375	0.28875	[480, 960]
530	uniq_variational_random_uni__20170427011559	480	200000	True	True	2	0.9842178571428571	0.98531	0.9853875	0.82545	0.29205	0.29273125	0.29215	[480, 960]
531	uniq_autoencoder_random_uni__20170427011917	80	200000	False	True	4	0.8595778125	0.8579125	0.85709	0.0952	2.8555	2.8061375	2.83995	[560, 80, 560, 960]
532	uniq_autoencoder_random_uni__20170427011917	80	200000	False	True	4	0.863431875	0.8615	0.860775	0.10405	2.7825	2.729275	2.768	[560, 80, 560, 960]
533	uniq_autoencoder_top_uni__20170427011947	320	200000	False	True	4	0.985576875	0.9852675	0.98552	0.83435	0.2893	0.2882625	0.2945	[520, 320, 520, 960]
534	uniq_autoencoder_top_uni__20170427011947	320	200000	False	True	4	0.9847153125	0.9843775	0.9846775	0.822	0.3062	0.30553125	0.3124	[520, 320, 520, 960]
535	uniq_autoencoder_top_uni__20170427012052	140	200000	False	True	4	0.93893125	0.93874	0.9383825	0.378	1.2314	1.22064375	1.2245	[540, 140, 540, 960]
536	uniq_autoencoder_top_uni__20170427012052	140	200000	False	True	4	0.933441875	0.933245	0.9329225	0.34675	1.34095	1.33065625	1.33485	[540, 140, 540, 960]
537	uniq_autoencoder_random_uni__20170427012259	40	200000	False	True	4	0.8018696875	0.79916	0.801475	0.0302	3.9647	3.95784375	4.0125	[400, 40, 400, 960]
538	uniq_autoencoder_random_uni__20170427012259	40	200000	False	True	4	0.8033821875	0.8006425	0.8031775	0.03145	3.9333	3.92914375	3.9836	[400, 40, 400, 960]
539	uniq_variational_random_uni__20170427012337	500	200000	True	True	2	0.9858450892857142	0.9869025	0.987175	0.84825	0.2578	0.2596375	0.26075	[500, 960]
540	uniq_variational_random_uni__20170427012337	500	200000	True	True	2	0.9859330357142857	0.987015	0.9872025	0.84935	0.25535	0.25925625	0.25975	[500, 960]
541	uniq_autoencoder_top_uni__20170427012348	200	200000	False	True	4	0.9560221875	0.95548	0.9555575	0.5197	0.8885	0.87916875	0.89015	[480, 200, 480, 960]
542	uniq_autoencoder_top_uni__20170427012348	200	200000	False	True	4	0.9562025	0.9557375	0.955745	0.52155	0.8847	0.875475	0.885	[480, 200, 480, 960]
543	uniq_autoencoder_random_uni__20170427012630	80	200000	False	True	4	0.8631240625	0.8607975	0.860305	0.10675	2.7915	2.7357875	2.7821	[600, 80, 600, 960]
544	uniq_autoencoder_random_uni__20170427012630	80	200000	False	True	4	0.8661315625	0.864165	0.863305	0.1112	2.73155	2.675525	2.71495	[600, 80, 600, 960]
545	uniq_autoencoder_random_uni__20170427013126	40	200000	False	True	4	0.8086734375	0.8063925	0.808055	0.03765	3.83525	3.82319375	3.86855	[440, 40, 440, 960]
546	uniq_autoencoder_random_uni__20170427013126	40	200000	False	True	4	0.8088571875	0.8055875	0.8084325	0.03555	3.82655	3.8180625	3.88285	[440, 40, 440, 960]
547	uniq_autoencoder_random_uni__20170427013351	80	200000	False	True	4	0.8720165625	0.870195	0.8691675	0.12515	2.61465	2.5580375	2.59475	[640, 80, 640, 960]
548	uniq_autoencoder_random_uni__20170427013351	80	200000	False	True	4	0.8694975	0.8677	0.86672	0.1179	2.6636	2.60835625	2.64395	[640, 80, 640, 960]
549	uniq_autoencoder_random_uni__20170427013736	40	200000	False	True	4	0.816681875	0.8133175	0.815905	0.0398	3.6793	3.66381875	3.73095	[480, 40, 480, 960]
550	uniq_autoencoder_random_uni__20170427013736	40	200000	False	True	4	0.8126425	0.8096025	0.812	0.03755	3.7564	3.74363125	3.8038	[480, 40, 480, 960]
551	uniq_autoencoder_random_uni__20170427013856	80	200000	False	True	4	0.870445	0.8679775	0.867725	0.1223	2.64305	2.5891875	2.6384	[680, 80, 680, 960]
552	uniq_autoencoder_random_uni__20170427013856	80	200000	False	True	4	0.877988125	0.87573	0.87495	0.1367	2.49915	2.43874375	2.48395	[680, 80, 680, 960]
553	uniq_autoencoder_random_uni__20170427014330	40	200000	False	True	4	0.8185534375	0.8155825	0.8175125	0.04465	3.6455	3.62455625	3.6835	[520, 40, 520, 960]
554	uniq_autoencoder_random_uni__20170427014330	40	200000	False	True	4	0.823358125	0.8201825	0.8227025	0.04785	3.5423	3.5298375	3.59295	[520, 40, 520, 960]
555	uniq_autoencoder_random_uni__20170427014416	100	200000	False	True	4	0.825585625	0.824275	0.8232475	0.04815	3.53215	3.48586875	3.5113	[300, 100, 300, 960]
556	uniq_autoencoder_random_uni__20170427014416	100	200000	False	True	4	0.8281415625	0.826885	0.8260475	0.0537	3.47685	3.43546875	3.46035	[300, 100, 300, 960]
557	uniq_autoencoder_random_uni__20170427014915	100	200000	False	True	4	0.8391240625	0.838005	0.83698	0.06375	3.25795	3.2158375	3.23785	[340, 100, 340, 960]
558	uniq_autoencoder_random_uni__20170427014915	100	200000	False	True	4	0.8393978125	0.8379	0.8374225	0.0687	3.24955	3.2102	3.24025	[340, 100, 340, 960]
559	uniq_autoencoder_random_uni__20170427014942	40	200000	False	True	4	0.81863125	0.81496	0.8179375	0.04475	3.6376	3.6241	3.69765	[560, 40, 560, 960]
560	uniq_autoencoder_random_uni__20170427014942	40	200000	False	True	4	0.823724375	0.820205	0.823135	0.04865	3.53355	3.5216375	3.5916	[560, 40, 560, 960]
561	uniq_autoencoder_random_uni__20170427015417	100	200000	False	True	4	0.8399496875	0.838835	0.837645	0.06635	3.2451	3.19918125	3.22125	[380, 100, 380, 960]
562	uniq_autoencoder_random_uni__20170427015417	100	200000	False	True	4	0.8462296875	0.8447675	0.84382	0.07625	3.1213	3.0735	3.1025	[380, 100, 380, 960]
563	uniq_autoencoder_random_uni__20170427015601	40	200000	False	True	4	0.8245559375	0.8213775	0.82395	0.0509	3.51675	3.50480625	3.56765	[600, 40, 600, 960]
564	uniq_autoencoder_random_uni__20170427015601	40	200000	False	True	4	0.82623875	0.823385	0.8255175	0.05405	3.48725	3.4722375	3.5293	[600, 40, 600, 960]
565	uniq_autoencoder_random_uni__20170427015932	100	200000	False	True	4	0.8489215625	0.8473525	0.846515	0.0806	3.0672	3.01959375	3.05085	[420, 100, 420, 960]
566	uniq_autoencoder_random_uni__20170427015932	100	200000	False	True	4	0.8485196875	0.8468125	0.8461525	0.0815	3.07485	3.02798125	3.06235	[420, 100, 420, 960]
567	uniq_autoencoder_random_uni__20170427020224	40	200000	False	True	4	0.826108125	0.8225525	0.8251475	0.05155	3.4935	3.473925	3.5448	[640, 40, 640, 960]
568	uniq_autoencoder_random_uni__20170427020224	40	200000	False	True	4	0.830345625	0.8268725	0.828865	0.05865	3.42	3.3902	3.45925	[640, 40, 640, 960]
569	uniq_autoencoder_random_uni__20170427020456	100	200000	False	True	4	0.856525625	0.855045	0.853935	0.093	2.9191	2.86785	2.8968	[460, 100, 460, 960]
570	uniq_autoencoder_random_uni__20170427020456	100	200000	False	True	4	0.858244375	0.85662	0.85576	0.0965	2.8827	2.83309375	2.8652	[460, 100, 460, 960]
571	uniq_autoencoder_random_uni__20170427020859	40	200000	False	True	4	0.8312321875	0.8281975	0.830465	0.0597	3.38715	3.37185625	3.4321	[680, 40, 680, 960]
572	uniq_autoencoder_random_uni__20170427020859	40	200000	False	True	4	0.8309653125	0.8275075	0.829945	0.0576	3.398	3.37789375	3.4467	[680, 40, 680, 960]
573	uniq_autoencoder_random_uni__20170427021547	60	200000	False	True	4	0.801111875	0.798795	0.80114	0.0284	3.9728	3.974125	4.0206	[260, 60, 260, 960]
574	uniq_autoencoder_random_uni__20170427064754	60	200000	False	True	4	0.8168028125	0.8155225	0.8155225	0.0423	3.6868	3.6607	3.6872	[340, 60, 340, 960]
575	uniq_autoencoder_random_uni__20170427064754	60	200000	False	True	4	0.8232234375	0.8220925	0.822235	0.0494	3.55275	3.532525	3.55545	[340, 60, 340, 960]
576	uniq_autoencoder_random_uni__20170427065233	60	200000	False	True	4	0.8275628125	0.826405	0.826505	0.05335	3.46745	3.4466875	3.46975	[380, 60, 380, 960]
577	uniq_autoencoder_random_uni__20170427065233	60	200000	False	True	4	0.8306278125	0.82943	0.82921	0.05525	3.41355	3.3853375	3.40945	[380, 60, 380, 960]
578	uniq_autoencoder_random_uni__20170427065330	100	200000	False	True	4	0.8655934375	0.86454	0.865235	0.1146	2.6934	2.68635	2.70655	[540, 100, 540, 960]
579	uniq_autoencoder_random_uni__20170427065330	100	200000	False	True	4	0.867901875	0.8666025	0.8677825	0.1174	2.6426	2.6399	2.6652	[540, 100, 540, 960]
580	uniq_autoencoder_random_uni__20170427065340	180	200000	False	True	4	0.8927265625	0.8920475	0.89257	0.1887	2.1481	2.14481875	2.15785	[500, 180, 500, 960]
581	uniq_autoencoder_random_uni__20170427065340	180	200000	False	True	4	0.8938584375	0.89336	0.8932525	0.1911	2.13395	2.1216625	2.1316	[500, 180, 500, 960]
582	uniq_autoencoder_random_uni__20170427065354	280	200000	False	True	4	0.948971875	0.9484225	0.94887	0.4898	1.02215	1.0202	1.0312	[640, 280, 640, 960]
583	uniq_autoencoder_random_uni__20170427065354	280	200000	False	True	4	0.949925	0.949465	0.9499375	0.49525	1.00105	1.00121875	1.01055	[640, 280, 640, 960]
584	uniq_autoencoder_random_uni__20170427065825	60	200000	False	True	4	0.8373375	0.83616	0.8362	0.06745	3.27315	3.250925	3.2744	[420, 60, 420, 960]
585	uniq_autoencoder_random_uni__20170427065825	60	200000	False	True	4	0.8343578125	0.83318	0.833135	0.06225	3.33495	3.31065	3.3346	[420, 60, 420, 960]
586	uniq_autoencoder_random_uni__20170427065917	180	200000	False	True	4	0.8936375	0.8927825	0.8928375	0.19245	2.1427	2.1263625	2.14325	[540, 180, 540, 960]
587	uniq_autoencoder_random_uni__20170427065917	180	200000	False	True	4	0.894430625	0.8938875	0.89402	0.19345	2.11865	2.11028125	2.1209	[540, 180, 540, 960]
588	uniq_autoencoder_random_uni__20170427065934	280	200000	False	True	4	0.94969	0.94929	0.94968	0.49255	1.00615	1.0059125	1.014	[680, 280, 680, 960]
589	uniq_autoencoder_random_uni__20170427065934	280	200000	False	True	4	0.9498796875	0.9494425	0.9496925	0.4947	1.00575	1.0020875	1.01085	[680, 280, 680, 960]
590	uniq_autoencoder_random_uni__20170427070002	100	200000	False	True	4	0.8666059375	0.865765	0.8665075	0.1173	2.66795	2.6661625	2.6823	[580, 100, 580, 960]
591	uniq_autoencoder_random_uni__20170427070002	100	200000	False	True	4	0.8702946875	0.86927	0.87021	0.1219	2.59405	2.592175	2.61255	[580, 100, 580, 960]
592	uniq_autoencoder_random_uni__20170427070451	60	200000	False	True	4	0.843784375	0.8427475	0.842545	0.07695	3.14695	3.12228125	3.1425	[460, 60, 460, 960]
593	uniq_autoencoder_random_uni__20170427070451	60	200000	False	True	4	0.8406390625	0.8392775	0.839495	0.0725	3.2083	3.185375	3.21295	[460, 60, 460, 960]
594	uniq_autoencoder_random_uni__20170427070500	180	200000	False	True	4	0.895988125	0.8953175	0.8954575	0.19755	2.0899	2.07916875	2.0925	[580, 180, 580, 960]
595	uniq_autoencoder_random_uni__20170427070500	180	200000	False	True	4	0.894325625	0.893735	0.8938225	0.19275	2.1225	2.11229375	2.12385	[580, 180, 580, 960]
596	uniq_autoencoder_random_uni__20170427070521	300	200000	False	True	4	0.9570128125	0.956395	0.9569825	0.55935	0.8599	0.8594875	0.87175	[500, 300, 500, 960]
597	uniq_autoencoder_random_uni__20170427070521	300	200000	False	True	4	0.956429375	0.9558425	0.956425	0.55415	0.87105	0.87109375	0.8828	[500, 300, 500, 960]
598	uniq_autoencoder_random_uni__20170427070644	100	200000	False	True	4	0.87058	0.8693325	0.8703625	0.124	2.5908	2.58649375	2.61145	[620, 100, 620, 960]
599	uniq_autoencoder_random_uni__20170427070644	100	200000	False	True	4	0.8725090625	0.871175	0.8723475	0.13315	2.5514	2.5478625	2.57415	[620, 100, 620, 960]
600	uniq_autoencoder_random_uni__20170427071041	180	200000	False	True	4	0.8995071875	0.89877	0.8988	0.20975	2.02305	2.00873125	2.0233	[620, 180, 620, 960]
601	uniq_autoencoder_random_uni__20170427071041	180	200000	False	True	4	0.89887625	0.8980975	0.898445	0.20655	2.0298	2.02119375	2.0365	[620, 180, 620, 960]
602	uniq_autoencoder_random_uni__20170427071102	300	200000	False	True	4	0.9562409375	0.95549	0.9562425	0.5506	0.87485	0.87489375	0.88995	[540, 300, 540, 960]
603	uniq_autoencoder_random_uni__20170427071102	300	200000	False	True	4	0.95631875	0.955765	0.95638	0.55585	0.8721	0.8733	0.8845	[540, 300, 540, 960]
604	uniq_autoencoder_random_uni__20170427071311	100	200000	False	True	4	0.8757146875	0.8744875	0.87538	0.13585	2.4904	2.4839	2.50765	[660, 100, 660, 960]
605	uniq_autoencoder_random_uni__20170427071311	100	200000	False	True	4	0.8814003125	0.8799675	0.881195	0.1502	2.3744	2.3703875	2.3988	[660, 100, 660, 960]
606	uniq_autoencoder_top_uni__20170427071451	320	200000	False	True	4	0.9840175	0.9834375	0.9842075	0.81845	0.31565	0.31945	0.3311	[600, 320, 600, 960]
607	uniq_autoencoder_top_uni__20170427071451	320	200000	False	True	4	0.9841371875	0.983515	0.9841925	0.8205	0.316	0.31713125	0.32955	[600, 320, 600, 960]
608	uniq_autoencoder_random_uni__20170427071635	180	200000	False	True	4	0.9012003125	0.899965	0.900715	0.2149	1.98465	1.9748625	1.9992	[660, 180, 660, 960]
609	uniq_autoencoder_random_uni__20170427071635	180	200000	False	True	4	0.899186875	0.8983225	0.898515	0.2046	2.02855	2.01499375	2.03195	[660, 180, 660, 960]
610	uniq_autoencoder_random_uni__20170427071655	300	200000	False	True	4	0.9562365625	0.9557	0.9562075	0.55095	0.8753	0.87488125	0.8858	[580, 300, 580, 960]
611	uniq_autoencoder_random_uni__20170427071655	300	200000	False	True	4	0.956416875	0.9558125	0.956365	0.5518	0.8724	0.87135	0.88345	[580, 300, 580, 960]
612	uniq_autoencoder_random_uni__20170427071956	100	200000	False	True	4	0.8780359375	0.8769825	0.8776175	0.1421	2.4464	2.43785625	2.4585	[700, 100, 700, 960]
613	uniq_autoencoder_random_uni__20170427071956	100	200000	False	True	4	0.881120625	0.8796025	0.880795	0.14845	2.3819	2.3754875	2.4052	[700, 100, 700, 960]
614	uniq_autoencoder_top_uni__20170427072210	320	200000	False	True	4	0.984259375	0.9835525	0.98434	0.82075	0.31315	0.31468125	0.32885	[640, 320, 640, 960]
615	uniq_autoencoder_top_uni__20170427072210	320	200000	False	True	4	0.9841440625	0.9834675	0.9841975	0.8198	0.3159	0.31693125	0.3306	[640, 320, 640, 960]
616	uniq_autoencoder_random_uni__20170427072231	180	200000	False	True	4	0.9040234375	0.9029775	0.9033975	0.22675	1.9313	1.9185125	1.9395	[700, 180, 700, 960]
617	uniq_autoencoder_random_uni__20170427072231	180	200000	False	True	4	0.904464375	0.9033375	0.903945	0.2283	1.9204	1.90986875	1.9319	[700, 180, 700, 960]
618	uniq_autoencoder_random_uni__20170427072250	300	200000	False	True	4	0.9563821875	0.9557425	0.9564075	0.5497	0.8715	0.8720625	0.8849	[620, 300, 620, 960]
619	uniq_autoencoder_random_uni__20170427072250	300	200000	False	True	4	0.9560196875	0.955455	0.956045	0.54825	0.8787	0.8794	0.8907	[620, 300, 620, 960]
620	uniq_autoencoder_random_uni__20170427072710	120	200000	False	True	4	0.8419028125	0.8414625	0.8420175	0.0687	3.15785	3.16019375	3.1693	[320, 120, 320, 960]
621	uniq_autoencoder_random_uni__20170427072710	120	200000	False	True	4	0.8426434375	0.842215	0.8429775	0.0702	3.13895	3.1456125	3.1542	[320, 120, 320, 960]
622	uniq_autoencoder_random_uni__20170427072827	200	200000	False	True	4	0.9060421875	0.905375	0.90561	0.23855	1.88725	1.87843125	1.8916	[400, 200, 400, 960]
623	uniq_autoencoder_random_uni__20170427072827	200	200000	False	True	4	0.90545625	0.9048725	0.90507	0.23555	1.89805	1.89021875	1.9018	[400, 200, 400, 960]
624	uniq_autoencoder_random_uni__20170427072847	300	200000	False	True	4	0.955488125	0.954805	0.9553875	0.54	0.8919	0.88994375	0.90355	[660, 300, 660, 960]
625	uniq_autoencoder_random_uni__20170427072847	300	200000	False	True	4	0.955731875	0.954925	0.9558275	0.545	0.883	0.885075	0.90115	[660, 300, 660, 960]
626	uniq_autoencoder_top_uni__20170427072936	320	200000	False	True	4	0.983880625	0.9831825	0.9840175	0.8153	0.3196	0.3222625	0.33625	[680, 320, 680, 960]
627	uniq_autoencoder_top_uni__20170427072936	320	200000	False	True	4	0.98406375	0.9833825	0.9841525	0.81815	0.3169	0.318575	0.33215	[680, 320, 680, 960]
628	uniq_autoencoder_random_uni__20170427073348	120	200000	False	True	4	0.8480096875	0.8475025	0.848585	0.07825	3.0262	3.0376125	3.04785	[360, 120, 360, 960]
629	uniq_autoencoder_random_uni__20170427073348	120	200000	False	True	4	0.8483940625	0.8478725	0.8488925	0.08035	3.02005	3.030325	3.04065	[360, 120, 360, 960]
630	uniq_autoencoder_random_uni__20170427073414	200	200000	False	True	4	0.90590625	0.9052	0.905535	0.2381	1.8887	1.8812375	1.89525	[440, 200, 440, 960]
631	uniq_autoencoder_random_uni__20170427073414	200	200000	False	True	4	0.905663125	0.9049225	0.90536	0.23565	1.89205	1.8858625	1.9003	[440, 200, 440, 960]
632	uniq_autoencoder_random_uni__20170427073443	300	200000	False	True	4	0.95565125	0.95497	0.9556075	0.54395	0.8874	0.88666875	0.9003	[700, 300, 700, 960]
633	uniq_autoencoder_random_uni__20170427073443	300	200000	False	True	4	0.9562746875	0.9556875	0.956185	0.54995	0.87595	0.8742375	0.886	[700, 300, 700, 960]
