	Experiment	Encoded_len	Uniq_words	Variational	Uniq	Layernum	Train_char_acc	Valid_char_acc	Test_char_acc	Test_word_acc	Test_Leven_avg	Train_Leven_avg	Valid_Leven_avg	Layers
0	uniq_variational_top_uni__20170426181649	20	200000	True	True	2	0.6993986607142857	0.6983175	0.7017475	0.00075	5.95695	5.9957125	6.01855	[20, 960]
1	uniq_variational_top_uni__20170426181649	20	200000	True	True	2	0.6993285714285714	0.698235	0.7015575	0.00095	5.9583	5.99704375	6.02055	[20, 960]
2	uniq_autoencoder_top_uni__20170426181705	20	200000	False	True	2	0.6968246875	0.696345	0.6949125	0.00055	6.0891	6.05071875	6.0611	[20, 960]
3	uniq_autoencoder_top_uni__20170426181705	20	200000	False	True	2	0.6957278125	0.695835	0.6943625	0.00055	6.09915	6.0720125	6.0701	[20, 960]
4	uniq_autoencoder_top_uni__20170426182211	40	200000	False	True	2	0.766488125	0.7659125	0.7648675	0.0072	4.69485	4.6630125	4.67475	[40, 960]
5	uniq_autoencoder_top_uni__20170426182211	40	200000	False	True	2	0.76531	0.764845	0.7638175	0.00715	4.7156	4.68705625	4.69625	[40, 960]
6	uniq_variational_top_uni__20170426182341	40	200000	True	True	2	0.7669049107142857	0.76596	0.768895	0.00715	4.61985	4.65045	4.6737	[40, 960]
7	uniq_variational_top_uni__20170426182341	40	200000	True	True	2	0.7663035714285714	0.76543	0.76823	0.0065	4.62915	4.6641875	4.6876	[40, 960]
8	uniq_autoencoder_top_uni__20170426182714	60	200000	False	True	2	0.81568375	0.814975	0.813835	0.0247	3.71915	3.6829375	3.69745	[60, 960]
9	uniq_autoencoder_top_uni__20170426182714	60	200000	False	True	2	0.8155653125	0.81511	0.814045	0.0245	3.71555	3.685225	3.69505	[60, 960]
10	uniq_variational_top_uni__20170426182915	60	200000	True	True	2	0.812796875	0.8123325	0.814685	0.0245	3.7004	3.73439375	3.7495	[60, 960]
11	uniq_variational_top_uni__20170426182915	60	200000	True	True	2	0.8126924107142857	0.8121875	0.8144725	0.02485	3.70435	3.73580625	3.74955	[60, 960]
12	uniq_autoencoder_top_uni__20170426182925	20	200000	False	True	4	0.79346625	0.7924325	0.7929525	0.0141	4.13075	4.1217375	4.14135	[220, 20, 220, 960]
13	uniq_autoencoder_top_uni__20170426182925	20	200000	False	True	4	0.80090625	0.79938	0.8010325	0.01685	3.97285	3.975375	4.0059	[220, 20, 220, 960]
14	uniq_autoencoder_top_uni__20170426183223	80	200000	False	True	2	0.8485796875	0.8478825	0.84685	0.0544	3.0601	3.0259125	3.03985	[80, 960]
15	uniq_autoencoder_top_uni__20170426183223	80	200000	False	True	2	0.849468125	0.8485975	0.847935	0.05565	3.03855	3.0082	3.026	[80, 960]
16	uniq_autoencoder_top_uni__20170426183350	20	200000	False	True	4	0.8028509375	0.8018175	0.8027025	0.01845	3.938	3.93506875	3.9553	[260, 20, 260, 960]
17	uniq_autoencoder_top_uni__20170426183350	20	200000	False	True	4	0.807401875	0.80593	0.8069325	0.0209	3.85445	3.84584375	3.87505	[260, 20, 260, 960]
18	uniq_variational_top_uni__20170426183613	80	200000	True	True	2	0.847446875	0.8468975	0.84912	0.05465	3.01005	3.0392	3.05745	[80, 960]
19	uniq_variational_top_uni__20170426183613	80	200000	True	True	2	0.8476303571428572	0.8469875	0.84938	0.0532	3.0065	3.0372875	3.05815	[80, 960]
20	uniq_autoencoder_top_uni__20170426183722	100	200000	False	True	2	0.879866875	0.8788475	0.8784075	0.1139	2.43085	2.401425	2.42185	[100, 960]
21	uniq_autoencoder_top_uni__20170426183722	100	200000	False	True	2	0.8796475	0.8786975	0.878255	0.11265	2.4339	2.40593125	2.425	[100, 960]
22	uniq_autoencoder_top_uni__20170426183820	20	200000	False	True	4	0.805708125	0.80434	0.8055925	0.0201	3.88005	3.87859375	3.9056	[300, 20, 300, 960]
23	uniq_autoencoder_top_uni__20170426183820	20	200000	False	True	4	0.804753125	0.8034625	0.8042725	0.01925	3.90755	3.89774375	3.92185	[300, 20, 300, 960]
24	uniq_autoencoder_top_uni__20170426184232	120	200000	False	True	2	0.901023125	0.89997	0.89954	0.1755	2.00815	1.9781625	1.99915	[120, 960]
25	uniq_autoencoder_top_uni__20170426184232	120	200000	False	True	2	0.9005621875	0.899625	0.8992025	0.1739	2.01465	1.98734375	2.0058	[120, 960]
26	uniq_autoencoder_top_uni__20170426184251	20	200000	False	True	4	0.809498125	0.80814	0.809435	0.0235	3.80435	3.80271875	3.8294	[340, 20, 340, 960]
27	uniq_autoencoder_top_uni__20170426184251	20	200000	False	True	4	0.8076240625	0.8060675	0.8071825	0.02	3.8471	3.83908125	3.87055	[340, 20, 340, 960]
28	uniq_variational_top_uni__20170426184258	100	200000	True	True	2	0.8770741071428572	0.8767	0.878865	0.11045	2.41805	2.44733125	2.4656	[100, 960]
29	uniq_variational_top_uni__20170426184258	100	200000	True	True	2	0.8770825892857143	0.8765175	0.879	0.1105	2.4205	2.4467375	2.4652	[100, 960]
30	uniq_autoencoder_top_uni__20170426184729	20	200000	False	True	4	0.81423875	0.8126975	0.813875	0.0229	3.7154	3.708325	3.73775	[380, 20, 380, 960]
31	uniq_autoencoder_top_uni__20170426184729	20	200000	False	True	4	0.810113125	0.80842	0.810175	0.0219	3.78885	3.7900625	3.82365	[380, 20, 380, 960]
32	uniq_autoencoder_top_uni__20170426184735	140	200000	False	True	2	0.91751375	0.9164375	0.9162725	0.25395	1.67335	1.64855625	1.66975	[140, 960]
33	uniq_autoencoder_top_uni__20170426184735	140	200000	False	True	2	0.91747	0.91639	0.9162775	0.25545	1.6732	1.6494	1.6708	[140, 960]
34	uniq_variational_top_uni__20170426184955	120	200000	True	True	2	0.8974285714285715	0.896825	0.89903	0.1717	2.02	2.04179375	2.0616	[120, 960]
35	uniq_variational_top_uni__20170426184955	120	200000	True	True	2	0.8974683035714286	0.897095	0.8994675	0.1719	2.0102	2.0372125	2.05935	[120, 960]
36	uniq_autoencoder_top_uni__20170426185213	20	200000	False	True	4	0.814770625	0.8136575	0.81491	0.026	3.69645	3.69876875	3.72035	[420, 20, 420, 960]
37	uniq_autoencoder_top_uni__20170426185213	20	200000	False	True	4	0.8156559375	0.81409	0.8151175	0.02575	3.69135	3.6810875	3.7114	[420, 20, 420, 960]
38	uniq_autoencoder_top_uni__20170426185249	160	200000	False	True	2	0.9321434375	0.9312625	0.9309875	0.33195	1.37975	1.3568	1.3742	[160, 960]
39	uniq_autoencoder_top_uni__20170426185249	160	200000	False	True	2	0.9318496875	0.93088	0.93076	0.32795	1.38435	1.3626125	1.38175	[160, 960]
40	uniq_variational_top_uni__20170426185513	140	200000	True	True	2	0.9136428571428571	0.913325	0.91532	0.24605	1.6894	1.71299375	1.72985	[140, 960]
41	uniq_variational_top_uni__20170426185513	140	200000	True	True	2	0.9142625	0.91378	0.9157475	0.2486	1.6819	1.7026	1.72605	[140, 960]
42	uniq_autoencoder_top_uni__20170426185709	20	200000	False	True	4	0.819416875	0.8178525	0.818895	0.02805	3.61405	3.60403125	3.63285	[460, 20, 460, 960]
43	uniq_autoencoder_top_uni__20170426185709	20	200000	False	True	4	0.8134146875	0.8121225	0.81269	0.0244	3.7383	3.7242375	3.75035	[460, 20, 460, 960]
44	uniq_autoencoder_top_uni__20170426185759	180	200000	False	True	2	0.9446003125	0.944075	0.94302	0.40925	1.13945	1.10763125	1.11805	[180, 960]
45	uniq_autoencoder_top_uni__20170426185759	180	200000	False	True	2	0.9447103125	0.944305	0.9431775	0.4126	1.1363	1.1055125	1.1134	[180, 960]
46	uniq_autoencoder_top_uni__20170426185856	60	200000	False	True	4	0.8777528125	0.8782275	0.8771225	0.1063	2.45455	2.44265625	2.43325	[260, 60, 260, 960]
47	uniq_autoencoder_top_uni__20170426185856	60	200000	False	True	4	0.881654375	0.882165	0.881035	0.12235	2.37675	2.36485625	2.3545	[260, 60, 260, 960]
48	uniq_variational_top_uni__20170426190129	160	200000	True	True	2	0.9275303571428571	0.9268175	0.9290575	0.31545	1.41515	1.43695625	1.46205	[160, 960]
49	uniq_variational_top_uni__20170426190129	160	200000	True	True	2	0.9271330357142857	0.926385	0.928795	0.3132	1.4202	1.44320625	1.4697	[160, 960]
50	uniq_autoencoder_top_uni__20170426190307	20	200000	False	True	4	0.8181909375	0.8165725	0.8172775	0.02795	3.6482	3.6306375	3.66145	[500, 20, 500, 960]
51	uniq_autoencoder_top_uni__20170426190307	20	200000	False	True	4	0.81592	0.81453	0.81578	0.0248	3.67735	3.6749875	3.7026	[500, 20, 500, 960]
52	uniq_autoencoder_top_uni__20170426190312	200	200000	False	True	2	0.954528125	0.9540775	0.9532025	0.49625	0.93585	0.90910625	0.91815	[200, 960]
53	uniq_autoencoder_top_uni__20170426190312	200	200000	False	True	2	0.9545275	0.95427	0.9533025	0.4984	0.93365	0.90910625	0.9143	[200, 960]
54	uniq_autoencoder_top_uni__20170426190329	200	200000	False	True	4	0.9557809375	0.95509	0.9557275	0.5182	0.88495	0.88393125	0.8979	[520, 200, 520, 960]
55	uniq_autoencoder_top_uni__20170426190329	200	200000	False	True	4	0.956061875	0.95547	0.95615	0.5226	0.87625	0.8781875	0.8901	[520, 200, 520, 960]
56	uniq_autoencoder_top_uni__20170426190455	60	200000	False	True	4	0.89041125	0.89053	0.8899625	0.1474	2.1991	2.190025	2.1881	[300, 60, 300, 960]
57	uniq_autoencoder_top_uni__20170426190455	60	200000	False	True	4	0.8894190625	0.8893925	0.8889	0.14765	2.22035	2.20971875	2.21035	[300, 60, 300, 960]
58	uniq_autoencoder_top_uni__20170426190933	20	200000	False	True	4	0.8265178125	0.82475	0.82595	0.03425	3.47525	3.4640125	3.49845	[540, 20, 540, 960]
59	uniq_autoencoder_top_uni__20170426190933	20	200000	False	True	4	0.82134	0.8198925	0.8211075	0.03095	3.571	3.56745	3.5963	[540, 20, 540, 960]
60	uniq_variational_top_uni__20170426190950	180	200000	True	True	2	0.9405330357142857	0.93998	0.942085	0.39965	1.15765	1.174975	1.1998	[180, 960]
61	uniq_variational_top_uni__20170426190950	180	200000	True	True	2	0.9404098214285714	0.9398375	0.9419925	0.3975	1.16345	1.17845	1.2029	[180, 960]
62	uniq_autoencoder_top_uni__20170426191007	220	200000	False	True	2	0.962185625	0.96191	0.9610775	0.56845	0.77815	0.755875	0.76145	[220, 960]
63	uniq_autoencoder_top_uni__20170426191007	220	200000	False	True	2	0.96214375	0.96208	0.9609925	0.56765	0.7797	0.7567	0.75805	[220, 960]
64	uniq_autoencoder_top_uni__20170426191047	200	200000	False	True	4	0.956105	0.9554325	0.9561625	0.52095	0.87595	0.8773875	0.8909	[560, 200, 560, 960]
65	uniq_autoencoder_top_uni__20170426191047	200	200000	False	True	4	0.9561071875	0.9553525	0.95605	0.5208	0.87825	0.87724375	0.89255	[560, 200, 560, 960]
66	uniq_autoencoder_top_uni__20170426191055	60	200000	False	True	4	0.894491875	0.8949375	0.89402	0.16775	2.11725	2.1082375	2.09935	[340, 60, 340, 960]
67	uniq_autoencoder_top_uni__20170426191055	60	200000	False	True	4	0.89512	0.89548	0.8943475	0.1687	2.11055	2.09525625	2.08835	[340, 60, 340, 960]
68	uniq_autoencoder_top_uni__20170426191611	20	200000	False	True	4	0.8228603125	0.8209825	0.822445	0.02885	3.5456	3.53745625	3.5745	[580, 20, 580, 960]
69	uniq_autoencoder_top_uni__20170426191611	20	200000	False	True	4	0.8245190625	0.82231	0.8240275	0.03495	3.5136	3.5036375	3.54775	[580, 20, 580, 960]
70	uniq_autoencoder_top_uni__20170426191703	60	200000	False	True	4	0.901136875	0.901475	0.9006475	0.18985	1.98535	1.97576875	1.96915	[380, 60, 380, 960]
71	uniq_autoencoder_top_uni__20170426191703	60	200000	False	True	4	0.9034965625	0.9038475	0.903205	0.20185	1.9343	1.9287375	1.92175	[380, 60, 380, 960]
72	uniq_autoencoder_top_uni__20170426191708	240	200000	False	True	2	0.9679053125	0.967625	0.9670875	0.62665	0.65805	0.6417125	0.64725	[240, 960]
73	uniq_autoencoder_top_uni__20170426191708	240	200000	False	True	2	0.9684546875	0.968075	0.9674475	0.631	0.65105	0.63076875	0.6382	[240, 960]
74	uniq_autoencoder_top_uni__20170426191803	200	200000	False	True	4	0.9566303125	0.956005	0.9565825	0.52375	0.868	0.866975	0.8795	[600, 200, 600, 960]
75	uniq_autoencoder_top_uni__20170426191803	200	200000	False	True	4	0.957554375	0.95677	0.9574225	0.53185	0.85105	0.848575	0.8643	[600, 200, 600, 960]
76	uniq_variational_top_uni__20170426191859	200	200000	True	True	2	0.9509455357142858	0.95061	0.9524225	0.48235	0.95065	0.96755625	0.98755	[200, 960]
77	uniq_variational_top_uni__20170426191859	200	200000	True	True	2	0.9507678571428572	0.95042	0.9522225	0.48035	0.9569	0.97110625	0.98895	[200, 960]
78	uniq_autoencoder_top_uni__20170426192308	20	200000	False	True	4	0.820668125	0.818455	0.820645	0.0301	3.58135	3.5806875	3.62475	[620, 20, 620, 960]
79	uniq_autoencoder_top_uni__20170426192308	20	200000	False	True	4	0.81911	0.8172825	0.818565	0.02825	3.6225	3.61130625	3.64695	[620, 20, 620, 960]
80	uniq_autoencoder_top_uni__20170426192319	260	200000	False	True	2	0.973396875	0.97332	0.9724725	0.68515	0.5504	0.53184375	0.5334	[260, 960]
81	uniq_autoencoder_top_uni__20170426192319	260	200000	False	True	2	0.9733475	0.973175	0.9723925	0.68215	0.552	0.53283125	0.53625	[260, 960]
82	uniq_autoencoder_top_uni__20170426192325	60	200000	False	True	4	0.909639375	0.9095825	0.9089675	0.22695	1.8191	1.8059125	1.8073	[420, 60, 420, 960]
83	uniq_autoencoder_top_uni__20170426192325	60	200000	False	True	4	0.911751875	0.91191	0.911115	0.23485	1.77535	1.76321875	1.76015	[420, 60, 420, 960]
84	uniq_autoencoder_top_uni__20170426192515	200	200000	False	True	4	0.95727125	0.956435	0.957245	0.5286	0.8545	0.854075	0.871	[640, 200, 640, 960]
85	uniq_autoencoder_top_uni__20170426192515	200	200000	False	True	4	0.957341875	0.956625	0.9570625	0.52955	0.8583	0.85270625	0.86705	[640, 200, 640, 960]
86	uniq_variational_top_uni__20170426192809	220	200000	True	True	2	0.9579022321428572	0.9578475	0.9594325	0.54455	0.80925	0.82800625	0.84415	[220, 960]
87	uniq_variational_top_uni__20170426192809	220	200000	True	True	2	0.9580736607142857	0.9578525	0.9593975	0.54595	0.8095	0.8248875	0.84265	[220, 960]
88	uniq_autoencoder_top_uni__20170426193030	280	200000	False	True	2	0.977389375	0.977375	0.9765325	0.73405	0.46915	0.45185	0.45205	[280, 960]
89	uniq_autoencoder_top_uni__20170426193030	280	200000	False	True	2	0.9773890625	0.97717	0.97642	0.7299	0.47145	0.4519375	0.45625	[280, 960]
90	uniq_autoencoder_top_uni__20170426193033	60	200000	False	True	4	0.9155134375	0.9154075	0.915035	0.2512	1.6978	1.68829375	1.6907	[460, 60, 460, 960]
91	uniq_autoencoder_top_uni__20170426193033	60	200000	False	True	4	0.91336875	0.913545	0.9127925	0.24445	1.74255	1.73124375	1.7274	[460, 60, 460, 960]
92	uniq_autoencoder_top_uni__20170426193034	20	200000	False	True	4	0.82587625	0.824005	0.8253975	0.0322	3.48575	3.47686875	3.5141	[660, 20, 660, 960]
93	uniq_autoencoder_top_uni__20170426193034	20	200000	False	True	4	0.8224234375	0.8201725	0.82169	0.02905	3.562	3.5474875	3.592	[660, 20, 660, 960]
94	uniq_autoencoder_top_uni__20170426193229	200	200000	False	True	4	0.957436875	0.956675	0.9573025	0.5296	0.85355	0.8509	0.8661	[680, 200, 680, 960]
95	uniq_autoencoder_top_uni__20170426193229	200	200000	False	True	4	0.95849	0.9576575	0.9583125	0.5404	0.83335	0.82990625	0.8466	[680, 200, 680, 960]
96	uniq_variational_top_uni__20170426193635	240	200000	True	True	2	0.9644705357142858	0.96447	0.9657075	0.604	0.68545	0.69754375	0.7067	[240, 960]
97	uniq_variational_top_uni__20170426193635	240	200000	True	True	2	0.9644723214285714	0.9645725	0.965875	0.60625	0.68305	0.6956375	0.707	[240, 960]
98	uniq_autoencoder_top_uni__20170426193731	300	200000	False	True	2	0.980975625	0.98081	0.979985	0.7664	0.4002	0.3802625	0.38345	[300, 960]
99	uniq_autoencoder_top_uni__20170426193731	300	200000	False	True	2	0.98075625	0.9806075	0.9797925	0.7656	0.4041	0.38466875	0.38765	[300, 960]
100	uniq_autoencoder_top_uni__20170426193748	60	200000	False	True	4	0.916965625	0.9165125	0.916275	0.2618	1.6731	1.6595125	1.66895	[500, 60, 500, 960]
101	uniq_autoencoder_top_uni__20170426193748	60	200000	False	True	4	0.9186496875	0.9185325	0.9182075	0.2676	1.6344	1.62569375	1.62855	[500, 60, 500, 960]
102	uniq_autoencoder_top_uni__20170426193816	20	200000	False	True	4	0.8265071875	0.825185	0.8266375	0.0359	3.4596	3.46260625	3.48745	[700, 20, 700, 960]
103	uniq_autoencoder_top_uni__20170426193816	20	200000	False	True	4	0.824980625	0.82332	0.8241075	0.03355	3.5121	3.495125	3.52685	[700, 20, 700, 960]
104	uniq_autoencoder_top_uni__20170426193955	220	200000	False	True	4	0.9633046875	0.9628125	0.963195	0.58935	0.7356	0.73345625	0.7434	[420, 220, 420, 960]
105	uniq_autoencoder_top_uni__20170426193955	220	200000	False	True	4	0.9624315625	0.9620425	0.9624325	0.58045	0.75075	0.7508625	0.7587	[420, 220, 420, 960]
106	uniq_autoencoder_top_uni__20170426194448	60	200000	False	True	4	0.923729375	0.9234275	0.923045	0.29335	1.537	1.52409375	1.5303	[540, 60, 540, 960]
107	uniq_autoencoder_top_uni__20170426194448	320	200000	False	True	2	0.9842696875	0.98412	0.98336	0.8086	0.3328	0.314525	0.31755	[320, 960]
108	uniq_autoencoder_top_uni__20170426194448	60	200000	False	True	4	0.923125625	0.9229525	0.9224075	0.291	1.5509	1.53663125	1.54015	[540, 60, 540, 960]
109	uniq_autoencoder_top_uni__20170426194448	320	200000	False	True	2	0.984140625	0.9840075	0.98332	0.8089	0.3336	0.3170875	0.31985	[320, 960]
110	uniq_autoencoder_top_uni__20170426194601	40	200000	False	True	4	0.85807	0.8567575	0.858165	0.07585	2.8334	2.83554375	2.86185	[240, 40, 240, 960]
111	uniq_autoencoder_top_uni__20170426194601	40	200000	False	True	4	0.858666875	0.85754	0.8582575	0.07745	2.8316	2.8231625	2.845	[240, 40, 240, 960]
112	uniq_variational_top_uni__20170426194602	260	200000	True	True	2	0.9691584821428572	0.9690175	0.970425	0.6506	0.59135	0.603375	0.6181	[260, 960]
113	uniq_variational_top_uni__20170426194602	260	200000	True	True	2	0.9698799107142857	0.96964	0.9710475	0.6586	0.57885	0.590025	0.60565	[260, 960]
114	uniq_autoencoder_top_uni__20170426194612	220	200000	False	True	4	0.9627475	0.9623275	0.962705	0.5829	0.74545	0.7446125	0.75315	[460, 220, 460, 960]
115	uniq_autoencoder_top_uni__20170426194612	220	200000	False	True	4	0.9625378125	0.96204	0.96257	0.583	0.74815	0.74875	0.7588	[460, 220, 460, 960]
116	uniq_autoencoder_top_uni__20170426195132	60	200000	False	True	4	0.925415625	0.924865	0.9246925	0.30415	1.50495	1.4908875	1.502	[580, 60, 580, 960]
117	uniq_autoencoder_top_uni__20170426195132	60	200000	False	True	4	0.9261546875	0.926015	0.92513	0.3097	1.4967	1.47609375	1.47885	[580, 60, 580, 960]
118	uniq_variational_top_uni__20170426195151	280	200000	True	True	2	0.973775	0.97371	0.9749775	0.7024	0.4991	0.510925	0.5228	[280, 960]
119	uniq_variational_top_uni__20170426195151	280	200000	True	True	2	0.973609375	0.9736275	0.974895	0.7022	0.5027	0.5137875	0.52905	[280, 960]
120	uniq_autoencoder_top_uni__20170426195151	340	200000	False	True	2	0.986199375	0.9859675	0.98526	0.82885	0.29475	0.2759125	0.2806	[340, 960]
121	uniq_autoencoder_top_uni__20170426195151	340	200000	False	True	2	0.9863078125	0.98626	0.9854375	0.82975	0.2912	0.27368125	0.2748	[340, 960]
122	uniq_autoencoder_top_uni__20170426195234	40	200000	False	True	4	0.8634590625	0.8621725	0.8632875	0.0836	2.73085	2.72754375	2.75385	[280, 40, 280, 960]
123	uniq_autoencoder_top_uni__20170426195234	40	200000	False	True	4	0.8689384375	0.86777	0.868605	0.0949	2.62485	2.6183375	2.64125	[280, 40, 280, 960]
124	uniq_autoencoder_top_uni__20170426195325	220	200000	False	True	4	0.9627965625	0.9622925	0.9626175	0.5851	0.74745	0.74383125	0.7541	[500, 220, 500, 960]
125	uniq_autoencoder_top_uni__20170426195325	220	200000	False	True	4	0.9630890625	0.9625775	0.963005	0.5878	0.7396	0.73775	0.748	[500, 220, 500, 960]
126	uniq_variational_top_uni__20170426195751	300	200000	True	True	2	0.9771816964285714	0.9771225	0.978345	0.74085	0.43415	0.444	0.45565	[300, 960]
127	uniq_variational_top_uni__20170426195751	300	200000	True	True	2	0.9772294642857143	0.9774125	0.97843	0.74335	0.4293	0.44111875	0.45515	[300, 960]
128	uniq_autoencoder_top_uni__20170426195834	60	200000	False	True	4	0.9279425	0.9273825	0.92718	0.32	1.45525	1.44029375	1.4515	[620, 60, 620, 960]
129	uniq_autoencoder_top_uni__20170426195834	60	200000	False	True	4	0.93001875	0.9296225	0.9288175	0.336	1.4225	1.39845	1.40655	[620, 60, 620, 960]
130	uniq_autoencoder_top_uni__20170426195858	360	200000	False	True	2	0.98881625	0.9886175	0.987905	0.85915	0.2418	0.2234875	0.22755	[360, 960]
131	uniq_autoencoder_top_uni__20170426195858	360	200000	False	True	2	0.989055	0.98889	0.98819	0.8628	0.2361	0.2187375	0.22215	[360, 960]
132	uniq_autoencoder_top_uni__20170426195913	40	200000	False	True	4	0.8786428125	0.8775525	0.8782975	0.12335	2.43175	2.42489375	2.44695	[320, 40, 320, 960]
133	uniq_autoencoder_top_uni__20170426195913	40	200000	False	True	4	0.880393125	0.8789875	0.87981	0.1277	2.40115	2.389775	2.418	[320, 40, 320, 960]
134	uniq_autoencoder_top_uni__20170426200036	220	200000	False	True	4	0.9632009375	0.962875	0.963125	0.58885	0.73715	0.73550625	0.7422	[540, 220, 540, 960]
135	uniq_autoencoder_top_uni__20170426200036	220	200000	False	True	4	0.9630025	0.9623625	0.9628225	0.5855	0.74305	0.73948125	0.7524	[540, 220, 540, 960]
136	uniq_variational_top_uni__20170426200510	320	200000	True	True	2	0.9806611607142857	0.980725	0.981785	0.78185	0.3643	0.37270625	0.3849	[320, 960]
137	uniq_variational_top_uni__20170426200510	320	200000	True	True	2	0.9805888392857143	0.9806375	0.9817325	0.7817	0.36605	0.37396875	0.38715	[320, 960]
138	uniq_autoencoder_top_uni__20170426200554	60	200000	False	True	4	0.9307046875	0.9303	0.92974	0.34185	1.40395	1.3849	1.39295	[660, 60, 660, 960]
139	uniq_autoencoder_top_uni__20170426200554	60	200000	False	True	4	0.9340553125	0.93354	0.9330625	0.36155	1.3375	1.318	1.3282	[660, 60, 660, 960]
140	uniq_autoencoder_top_uni__20170426200612	380	200000	False	True	2	0.9910734375	0.9909525	0.99032	0.89225	0.1935	0.17844375	0.18095	[380, 960]
141	uniq_autoencoder_top_uni__20170426200612	380	200000	False	True	2	0.9910253125	0.99089	0.9902425	0.8902	0.19505	0.1794125	0.1822	[380, 960]
142	uniq_autoencoder_top_uni__20170426200618	40	200000	False	True	4	0.88109875	0.87976	0.880895	0.12495	2.379	2.37579375	2.4019	[360, 40, 360, 960]
143	uniq_autoencoder_top_uni__20170426200618	40	200000	False	True	4	0.8820484375	0.88074	0.8816	0.13325	2.3652	2.356575	2.3825	[360, 40, 360, 960]
144	uniq_autoencoder_top_uni__20170426200754	220	200000	False	True	4	0.963049375	0.96248	0.9628775	0.58635	0.7421	0.738525	0.75005	[580, 220, 580, 960]
145	uniq_autoencoder_top_uni__20170426200754	220	200000	False	True	4	0.9631709375	0.962655	0.96314	0.58675	0.73675	0.73615625	0.74655	[580, 220, 580, 960]
146	uniq_autoencoder_top_uni__20170426201325	60	200000	False	True	4	0.9333965625	0.9330175	0.9320275	0.3528	1.3583	1.33119375	1.3388	[700, 60, 700, 960]
147	uniq_autoencoder_top_uni__20170426201325	60	200000	False	True	4	0.937061875	0.936405	0.9358825	0.3741	1.28125	1.25805625	1.27095	[700, 60, 700, 960]
148	uniq_autoencoder_top_uni__20170426201334	400	200000	False	True	2	0.99298625	0.992855	0.9922925	0.9144	0.1539	0.13995625	0.1423	[400, 960]
149	uniq_autoencoder_top_uni__20170426201334	400	200000	False	True	2	0.992955625	0.9928	0.9922175	0.9139	0.15535	0.1405875	0.1435	[400, 960]
150	uniq_autoencoder_top_uni__20170426201404	40	200000	False	True	4	0.8858428125	0.8844075	0.885145	0.14145	2.29485	2.28125	2.30965	[400, 40, 400, 960]
151	uniq_autoencoder_top_uni__20170426201404	40	200000	False	True	4	0.8888778125	0.8875125	0.8886625	0.1493	2.22485	2.2208625	2.2479	[400, 40, 400, 960]
152	uniq_variational_top_uni__20170426201447	340	200000	True	True	2	0.9833290178571429	0.983485	0.984375	0.8139	0.3104	0.32005625	0.328	[340, 960]
153	uniq_variational_top_uni__20170426201447	340	200000	True	True	2	0.983278125	0.9834825	0.98442	0.81305	0.31305	0.32163125	0.32975	[340, 960]
154	uniq_autoencoder_top_uni__20170426201517	220	200000	False	True	4	0.9637028125	0.9634025	0.96351	0.58855	0.72935	0.7254875	0.7315	[620, 220, 620, 960]
155	uniq_autoencoder_top_uni__20170426201517	220	200000	False	True	4	0.9630259375	0.962415	0.9628725	0.58455	0.7423	0.7391375	0.7515	[620, 220, 620, 960]
156	uniq_autoencoder_top_uni__20170426202050	420	200000	False	True	2	0.9938825	0.993785	0.993255	0.9259	0.13445	0.122025	0.1237	[420, 960]
157	uniq_autoencoder_top_uni__20170426202050	420	200000	False	True	2	0.993934375	0.993835	0.993295	0.92685	0.13375	0.12099375	0.1227	[420, 960]
158	uniq_autoencoder_top_uni__20170426202100	80	200000	False	True	4	0.889415625	0.8897675	0.8888225	0.14515	2.22055	2.209775	2.20305	[280, 80, 280, 960]
159	uniq_autoencoder_top_uni__20170426202100	80	200000	False	True	4	0.8897528125	0.890075	0.88919	0.14655	2.2138	2.20285625	2.1968	[280, 80, 280, 960]
160	uniq_autoencoder_top_uni__20170426202151	40	200000	False	True	4	0.8880365625	0.88616	0.8871725	0.14785	2.2549	2.23738125	2.2743	[440, 40, 440, 960]
161	uniq_autoencoder_top_uni__20170426202151	40	200000	False	True	4	0.893811875	0.8922775	0.8930775	0.17735	2.13675	2.12194375	2.15185	[440, 40, 440, 960]
162	uniq_autoencoder_top_uni__20170426202253	220	200000	False	True	4	0.964315625	0.96381	0.9641275	0.59535	0.71715	0.71335	0.72355	[660, 220, 660, 960]
163	uniq_autoencoder_top_uni__20170426202253	220	200000	False	True	4	0.963109375	0.9624975	0.96288	0.58375	0.7421	0.73741875	0.7497	[660, 220, 660, 960]
164	uniq_variational_top_uni__20170426202435	360	200000	True	True	2	0.9860709821428572	0.9864025	0.9872625	0.8452	0.25475	0.2644625	0.2734	[360, 960]
165	uniq_variational_top_uni__20170426202435	360	200000	True	True	2	0.9855892857142857	0.98576	0.986605	0.8415	0.26605	0.27504375	0.28225	[360, 960]
166	uniq_autoencoder_top_uni__20170426202717	80	200000	False	True	4	0.892595	0.893055	0.8922075	0.1585	2.1537	2.1464125	2.1374	[320, 80, 320, 960]
167	uniq_autoencoder_top_uni__20170426202717	80	200000	False	True	4	0.90201125	0.9020475	0.9015225	0.19105	1.96785	1.9583125	1.95805	[320, 80, 320, 960]
168	uniq_autoencoder_top_uni__20170426202815	440	200000	False	True	2	0.9951859375	0.995145	0.9947025	0.9414	0.10585	0.0962125	0.097	[440, 960]
