	Experiment	Encoded_len	Uniq_words	Variational	Uniq	Layernum	Train_char_acc	Test_char_acc	Test_word_acc	Layers
0	variational_unique_180_20170330191037	180.0	182300	True	True	2	0.9579385717439836	0.9561917378078697	0.6528309292513002	[180, 360]
1	variational_unique_180_20170325215709	180.0	182300	True	True	2	0.9606395505728234	0.9602443332352075	0.6754489255225199	[180, 360]
2	new_gen_6_20170314141745	6.0	135416	False	False	6	0.4957036842887656	0.49454906777870794	0.0	[89, 330, 6, 330, 89, 360]
3	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8167117194651561	0.8127670894196991	0.3867446973312574	[89, 330, 6, 330, 89, 360]
4	new_gen_6_20170314141745	6.0	135416	False	False	2	0.593229561938144	0.5927636468903789	0.15625953541502038	[6, 360]
5	new_gen_6_20170314141745	6.0	135416	False	False	2	0.606584619717869	0.6060424213499409	0.16864481703739057	[6, 360]
6	new_gen_6_20170314141745	6.0	135416	False	False	8	0.8055806138655692	0.799243425942588	0.40989570700945915	[169, 84, 41, 6, 41, 84, 169, 360]
7	new_gen_6_20170314141745	6.0	135416	False	False	8	0.8062790952407032	0.800536721616737	0.4116952109722798	[169, 84, 41, 6, 41, 84, 169, 360]
8	new_gen_6_20170314141745	6.0	135416	False	False	4	0.7810985580496507	0.776698770860554	0.35774921173902496	[146, 6, 146, 360]
9	new_gen_6_20170314141745	6.0	135416	False	False	4	0.7883333463732172	0.783757520752975	0.3651741215682286	[146, 6, 146, 360]
10	new_gen_6_20170314141745	6.0	135416	False	False	10	0.6054431082910189	0.6022368616650888	0.16550742099786406	[273, 87, 181, 90, 6, 90, 181, 87, 273, 360]
11	new_gen_6_20170314141745	6.0	135416	False	False	10	0.6212118485600057	0.618315038376378	0.25387088950263276	[273, 87, 181, 90, 6, 90, 181, 87, 273, 360]
12	new_gen_6_20170314141745	6.0	135416	False	False	8	0.4957036842887656	0.49454906777870794	0.0	[148, 352, 265, 6, 265, 352, 148, 360]
13	new_gen_6_20170314141745	6.0	135416	False	False	8	0.4957036842887656	0.49454906777870794	0.0	[148, 352, 265, 6, 265, 352, 148, 360]
14	new_gen_6_20170314141745	6.0	135416	False	False	4	0.7702939059407102	0.7663234569253519	0.3381267946140064	[117, 6, 117, 360]
15	new_gen_6_20170314141745	6.0	135416	False	False	4	0.7793461932667256	0.7746074342985455	0.35544115230845064	[117, 6, 117, 360]
16	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4924485380986285	0.49062067238856766	1.564786054626681e-05	[30, 89, 328, 146, 6, 146, 328, 89, 30, 360]
17	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[30, 89, 328, 146, 6, 146, 328, 89, 30, 360]
18	new_gen_6_20170314141745	6.0	135416	False	False	2	0.606523201865225	0.6053163606205941	0.17383990673875113	[6, 360]
19	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6070165006689461	0.6057091219203055	0.17383990673875113	[6, 360]
20	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6091755142278172	0.6083309209548324	0.1820472095952681	[6, 360]
21	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6125372614679258	0.6110912035551939	0.20426717157096697	[6, 360]
22	new_gen_6_20170314141745	6.0	135416	False	False	10	0.6056246234733556	0.6016594556109316	0.24635209251015155	[227, 319, 58, 228, 6, 228, 58, 319, 227, 360]
23	new_gen_6_20170314141745	6.0	135416	False	False	10	0.5975444594837771	0.5940013926595886	0.19352491530595478	[227, 319, 58, 228, 6, 228, 58, 319, 227, 360]
24	new_gen_6_20170314141745	6.0	135416	False	False	8	0.7600560975800583	0.7547933308818352	0.33572484802015445	[89, 191, 87, 6, 87, 191, 89, 360]
25	new_gen_6_20170314141745	6.0	135416	False	False	8	0.7716881303153826	0.7666559739619601	0.35146659572969885	[89, 191, 87, 6, 87, 191, 89, 360]
26	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5910279079592843	0.590072214876421	0.15625953541502038	[6, 360]
27	new_gen_6_20170314141745	6.0	135416	False	False	2	0.594599140932456	0.5935655997433751	0.1601245569699483	[6, 360]
28	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[237, 68, 344, 229, 6, 229, 344, 68, 237, 360]
29	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[237, 68, 344, 229, 6, 229, 344, 68, 237, 360]
30	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[232, 306, 26, 223, 6, 223, 26, 306, 232, 360]
31	new_gen_6_20170314141745	6.0	135416	False	False	10	0.5980189808548426	0.5949551297598836	0.2034143631711954	[232, 306, 26, 223, 6, 223, 26, 306, 232, 360]
32	new_gen_6_20170314141745	6.0	135416	False	False	6	0.49339347327736616	0.49229890543215477	0.0	[73, 264, 6, 264, 73, 360]
33	new_gen_6_20170314141745	6.0	135416	False	False	6	0.7893373522255169	0.7847965386932472	0.35476829430496115	[73, 264, 6, 264, 73, 360]
34	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5913185669689311	0.5910564653047812	0.16477979548246266	[6, 360]
35	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5980113525228263	0.5972185927879011	0.15625953541502038	[6, 360]
36	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5913805716163457	0.5908397424362154	0.15625953541502038	[6, 360]
37	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5921351896911895	0.5913451683318598	0.15625953541502038	[6, 360]
38	new_gen_6_20170314141745	6.0	135416	False	False	8	0.7636768169122077	0.7595142904086439	0.3469834836831934	[74, 270, 101, 6, 101, 270, 74, 360]
39	new_gen_6_20170314141745	6.0	135416	False	False	8	0.7772740253338862	0.7729730152644879	0.35258541775875696	[74, 270, 101, 6, 101, 270, 74, 360]
40	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[326, 111, 332, 186, 6, 186, 332, 111, 326, 360]
41	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[326, 111, 332, 186, 6, 186, 332, 111, 326, 360]
42	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[82, 336, 148, 217, 6, 217, 148, 336, 82, 360]
43	new_gen_6_20170314141745	6.0	135416	False	False	10	0.49339347327736616	0.49229890543215477	0.0	[82, 336, 148, 217, 6, 217, 148, 336, 82, 360]
44	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8175439900479607	0.8125409778348055	0.4175240390257642	[140, 183, 6, 183, 140, 360]
45	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8250397064461361	0.8198274040981747	0.42552791969517967	[140, 183, 6, 183, 140, 360]
46	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8411448757168676	0.8351083223146315	0.4588109190770892	[238, 182, 6, 182, 238, 360]
47	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8463781070783097	0.8399106507162808	0.4661028220916495	[238, 182, 6, 182, 238, 360]
48	new_gen_6_20170314141745	6.0	135416	False	False	8	0.4957036842887656	0.49454906777870794	0.0	[219, 60, 322, 6, 322, 60, 219, 360]
49	new_gen_6_20170314141745	6.0	135416	False	False	8	0.4957036842887656	0.49454906777870794	0.0	[219, 60, 322, 6, 322, 60, 219, 360]
50	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5900237065087276	0.5896786711836824	0.15625953541502038	[6, 360]
51	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6051426693685306	0.6043454108736983	0.15625953541502038	[6, 360]
52	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5912919656060025	0.5904477635295314	0.15625953541502038	[6, 360]
53	new_gen_6_20170314141745	6.0	135416	False	False	2	0.613653736317902	0.6117421545539186	0.21373412720145837	[6, 360]
54	new_gen_6_20170314141745	6.0	135416	False	False	10	0.6471207936594869	0.6430644770093809	0.2671793948972327	[120, 198, 188, 80, 6, 80, 188, 198, 120, 360]
55	new_gen_6_20170314141745	6.0	135416	False	False	10	0.6510673796875123	0.6470351216229961	0.2718737530611127	[120, 198, 188, 80, 6, 80, 188, 198, 120, 360]
56	new_gen_6_20170314141745	6.0	135416	False	False	8	0.6775906989116913	0.6729237245037673	0.28257688967475925	[46, 28, 84, 6, 84, 28, 46, 360]
57	new_gen_6_20170314141745	6.0	135416	False	False	8	0.6937349878337884	0.6891349080296997	0.293178315194855	[46, 28, 84, 6, 84, 28, 46, 360]
58	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8192787509877711	0.8144664470750237	0.4034174927433047	[106, 112, 6, 112, 106, 360]
59	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8304127905612105	0.825009193118071	0.41373725677356765	[106, 112, 6, 112, 106, 360]
60	new_gen_6_20170314141745	6.0	135416	False	False	6	0.8608954097001088	0.8530587655402815	0.5075305328878909	[355, 220, 6, 220, 355, 360]
61	new_gen_6_20170314141745	6.0	135416	False	False	6	0.861238097846072	0.8536009639082096	0.5080938558675565	[355, 220, 6, 220, 355, 360]
62	new_gen_6_20170314141745	6.0	135416	False	False	8	0.715284243386823	0.7099113548700055	0.32363687574816336	[264, 331, 43, 6, 43, 331, 264, 360]
63	new_gen_6_20170314141745	6.0	135416	False	False	8	0.7322336147340255	0.7270684515659597	0.32801827670111805	[264, 331, 43, 6, 43, 331, 264, 360]
64	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5927744047945045	0.592476508649355	0.15625953541502038	[6, 360]
65	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6116525705522913	0.6104050448702402	0.1957469115035247	[6, 360]
66	new_gen_6_20170314141745	6.0	135416	False	False	8	0.4957036842887656	0.49454906777870794	0.0	[137, 75, 319, 6, 319, 75, 137, 360]
67	new_gen_6_20170314141745	6.0	135416	False	False	8	0.4957036842887656	0.49454906777870794	0.0	[137, 75, 319, 6, 319, 75, 137, 360]
68	new_gen_6_20170314141745	6.0	135416	False	False	10	0.49339347327736616	0.49229890543215477	0.0	[354, 197, 180, 273, 6, 273, 180, 197, 354, 360]
69	new_gen_6_20170314141745	6.0	135416	False	False	10	0.4957036842887656	0.49454906777870794	0.0	[354, 197, 180, 273, 6, 273, 180, 197, 354, 360]
70	new_gen_6_20170314141745	6.0	135416	False	False	4	0.755558120066034	0.7516598468074452	0.32584322408518696	[105, 6, 105, 360]
71	new_gen_6_20170314141745	6.0	135416	False	False	4	0.7559487297849201	0.7518648337806013	0.32452880379930055	[105, 6, 105, 360]
72	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5965343900855156	0.5958110677317644	0.15625953541502038	[6, 360]
73	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6136400444399239	0.6121216151721656	0.1957469115035247	[6, 360]
74	new_gen_6_20170314141745	6.0	135416	False	False	2	0.59441449617801	0.5937964056864325	0.15625953541502038	[6, 360]
75	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5999610759468912	0.5985400546110333	0.1579260325631978	[6, 360]
76	new_gen_6_20170314141745	6.0	135416	False	False	2	0.589336178635976	0.588404152942189	0.15625953541502038	[6, 360]
77	new_gen_6_20170314141745	6.0	135416	False	False	2	0.5910101085179129	0.589867227903265	0.15625953541502038	[6, 360]
78	new_gen_6_20170314141745	6.0	135416	False	False	2	0.60888857158505	0.6077636860100303	0.1820472095952681	[6, 360]
79	new_gen_6_20170314141745	6.0	135416	False	False	2	0.6089098917950443	0.6075054963110169	0.1820472095952681	[6, 360]
80	new_gen_6_20170314141745	6.0	135416	False	False	8	0.6867562376284102	0.6826825127334465	0.3011509001431779	[178, 319, 28, 6, 28, 319, 178, 360]
81	new_gen_6_20170314141745	6.0	135416	False	False	8	0.6878138374030811	0.683535321133218	0.2989523757364274	[178, 319, 28, 6, 28, 319, 178, 360]
82	variational_10_20170320111415	10.0	72435	True	False	2	0.5211436588279678	0.5266756790744467	0.10612110160965794	[1, 360]
83	variational_10_20170320111415	10.0	72435	True	False	2	0.5209027603118712	0.5265106262575453	0.10612110160965794	[1, 360]
84	variational_10_20170320111415	10.0	72435	True	False	2	0.5293456048792756	0.5355350855130785	0.10612110160965794	[2, 360]
85	variational_10_20170320111415	10.0	72435	True	False	2	0.5303929043008049	0.5367894869215292	0.10612110160965794	[2, 360]
86	variational_10_20170320111415	10.0	72435	True	False	2	0.5498502735160966	0.5553241322937625	0.1465197434607646	[3, 360]
87	variational_10_20170320111415	10.0	72435	True	False	2	0.5487955074195171	0.5543102364185111	0.1465197434607646	[3, 360]
88	variational_10_20170320111415	10.0	72435	True	False	2	0.5724574006539236	0.5780416876257545	0.1494592555331992	[4, 360]
89	variational_10_20170320111415	10.0	72435	True	False	2	0.5722424390090544	0.5782083123742455	0.15137701207243462	[4, 360]
90	variational_10_20170320111415	10.0	72435	True	False	2	0.5866877043511066	0.592737676056338	0.14656690140845072	[5, 360]
91	variational_10_20170320111415	10.0	72435	True	False	2	0.5894491951710261	0.5956913355130785	0.14656690140845072	[5, 360]
92	variational_10_20170320111415	10.0	72435	True	False	2	0.608444416498994	0.6143234406438631	0.18176244969818914	[6, 360]
93	variational_10_20170320111415	10.0	72435	True	False	2	0.605300946302817	0.6122296277665996	0.18146378269617705	[6, 360]
94	variational_10_20170320111415	10.0	72435	True	False	2	0.6186556841046278	0.6251383299798793	0.19883362676056338	[7, 360]
95	variational_10_20170320111415	10.0	72435	True	False	2	0.6187256350603622	0.6253206740442656	0.205954476861167	[7, 360]
96	variational_10_20170320111415	10.0	72435	True	False	2	0.6323326678822938	0.6390719315895372	0.19690015090543259	[8, 360]
97	variational_10_20170320111415	10.0	72435	True	False	2	0.6273425710513079	0.6340873365191146	0.2043668259557344	[8, 360]
98	variational_10_20170320111415	10.0	72435	True	False	2	0.638967398138833	0.6456740442655936	0.19117831991951711	[9, 360]
99	variational_10_20170320111415	10.0	72435	True	False	2	0.6395431180835011	0.6459664235412474	0.1862581740442656	[9, 360]
100	variational_10_20170320111415	10.0	72435	True	False	2	0.6504872987927566	0.6571507168008048	0.20606451207243462	[10, 360]
101	variational_10_20170320111415	10.0	72435	True	False	2	0.6497205891599598	0.6560880910462776	0.19789046780684105	[10, 360]
102	variational_10_20170320111415	10.0	72435	True	False	2	0.6569326112927565	0.663998050804829	0.19726169517102615	[11, 360]
103	variational_10_20170320111415	10.0	72435	True	False	2	0.6570245692907445	0.6639996227364185	0.20230759557344064	[11, 360]
104	variational_10_20170320111415	10.0	72435	True	False	2	0.6697242046026157	0.6760421906438632	0.21906438631790745	[12, 360]
105	variational_10_20170320111415	10.0	72435	True	False	2	0.6711365851358149	0.6778436242454728	0.21717806841046278	[12, 360]
106	variational_10_20170320111415	10.0	72435	True	False	2	0.6777143328722334	0.6840527540241449	0.22242831991951711	[13, 360]
107	variational_10_20170320111415	10.0	72435	True	False	2	0.6781701930331991	0.6842885437625754	0.22137512575452717	[13, 360]
108	variational_10_20170320111415	10.0	72435	True	False	2	0.6858974157444668	0.6931369466800805	0.22538355130784707	[14, 360]
109	variational_10_20170320111415	10.0	72435	True	False	2	0.6871529961016096	0.6937547157947687	0.22181526659959758	[14, 360]
110	variational_10_20170320111415	10.0	72435	True	False	2	0.6939449195171026	0.7008268360160966	0.22596516599597585	[15, 360]
