START
config	320	960
batch	0	valid_loss	173993.177734
batch	20	valid_loss	99635.9628906
batch	40	valid_loss	91641.9794922
batch	60	valid_loss	86033.5107422
batch	80	valid_loss	80997.9643555
batch	100	valid_loss	75661.2416992
batch	120	valid_loss	70225.4667969
batch	140	valid_loss	64511.6665039
batch	160	valid_loss	58951.9130859
batch	180	valid_loss	53582.559082
batch	200	valid_loss	48631.8510742
batch	220	valid_loss	44243.3212891
batch	240	valid_loss	40424.1386719
batch	260	valid_loss	37068.1201172
batch	280	valid_loss	34345.6408691
batch	300	valid_loss	31795.6652832
batch	320	valid_loss	29756.8942871
batch	340	valid_loss	27975.9455566
batch	360	valid_loss	26456.5947266
batch	380	valid_loss	25188.1755371
batch	400	valid_loss	24101.1533203
batch	420	valid_loss	23120.2275391
batch	440	valid_loss	22292.4279785
batch	460	valid_loss	21540.5064697
batch	480	valid_loss	20934.4124756
batch	500	valid_loss	20374.9958496
batch	520	valid_loss	19911.9074707
batch	540	valid_loss	19494.7462158
batch	560	valid_loss	19107.1525879
batch	580	valid_loss	18794.5142822
batch	600	valid_loss	18505.1560059
batch	620	valid_loss	18279.8997803
batch	640	valid_loss	18024.5898438
batch	660	valid_loss	17854.6990967
batch	680	valid_loss	17681.4064941
batch	700	valid_loss	17551.0998535
batch	720	valid_loss	17421.6251221
batch	740	valid_loss	17299.3088379
batch	760	valid_loss	17174.199707
batch	780	valid_loss	17109.0140381
batch	800	valid_loss	17036.4573975
batch	820	valid_loss	16971.6878662
batch	840	valid_loss	16904.8485107
batch	860	valid_loss	16848.7617188
batch	880	valid_loss	16797.5584717
batch	900	valid_loss	16751.1463623
batch	920	valid_loss	16734.4949951
batch	940	valid_loss	16687.3842773
batch	960	valid_loss	16666.8989258
batch	980	valid_loss	16612.4824219
batch	1000	valid_loss	16596.1046143
batch	1020	valid_loss	16593.9685059
batch	1040	valid_loss	16563.0598145
batch	1060	valid_loss	16520.8647461
batch	1080	valid_loss	16496.2016602
batch	1100	valid_loss	16501.74646
batch	1120	valid_loss	16485.980835
batch	1140	valid_loss	16470.1816406
batch	1160	valid_loss	16487.2957764
batch	1180	valid_loss	16440.3500977
batch	1200	valid_loss	16441.9510498
batch	1220	valid_loss	16428.9979248
batch	1240	valid_loss	16447.1696777
batch	1260	valid_loss	16399.0004883
batch	1280	valid_loss	16415.0742188
batch	1300	valid_loss	16369.0980225
batch	1320	valid_loss	16385.9182129
batch	1340	valid_loss	16397.6165771
batch	1360	valid_loss	16378.755127
batch	1380	valid_loss	16375.1038818
batch	1400	valid_loss	16333.8037109
batch	1420	valid_loss	16353.4625244
batch	1440	valid_loss	16344.9940186
batch	1460	valid_loss	16344.3740234
batch	1480	valid_loss	16346.5782471
batch	1500	valid_loss	16329.9749756
batch	1520	valid_loss	16327.1168213
batch	1540	valid_loss	16314.1154785
batch	1560	valid_loss	16321.9146729
batch	1580	valid_loss	16311.1724854
batch	1600	valid_loss	16307.3348389
batch	1620	valid_loss	16306.7418213
batch	1640	valid_loss	16336.3503418
batch	1660	valid_loss	16305.5341797
batch	1680	valid_loss	16293.0974121
batch	1700	valid_loss	16271.1170654
batch	1720	valid_loss	16291.1480713
batch	1740	valid_loss	16288.6030273
batch	1760	valid_loss	16262.8894043
batch	1780	valid_loss	16278.6386719
batch	1800	valid_loss	16262.2027588
batch	1820	valid_loss	16283.7553711
batch	1840	valid_loss	16287.0020752
batch	1860	valid_loss	16288.7746582
batch	1880	valid_loss	16254.9554443
batch	1900	valid_loss	16262.5931396
batch	1920	valid_loss	16230.9067383
batch	1940	valid_loss	16255.8743896
batch	1960	valid_loss	16236.7744141
batch	1980	valid_loss	16266.8037109
