START
config	320	960
batch	0	valid_loss	175617.735352
batch	20	valid_loss	117401.357422
batch	40	valid_loss	109127.81543
batch	60	valid_loss	103504.205078
batch	80	valid_loss	97886.0546875
batch	100	valid_loss	91859.543457
batch	120	valid_loss	85149.6040039
batch	140	valid_loss	78415.1767578
batch	160	valid_loss	71399.8286133
batch	180	valid_loss	64748.831543
batch	200	valid_loss	58628.4648438
batch	220	valid_loss	53131.1689453
batch	240	valid_loss	48515.9990234
batch	260	valid_loss	44464.5634766
batch	280	valid_loss	41067.8359375
batch	300	valid_loss	38227.2658691
batch	320	valid_loss	35771.2070312
batch	340	valid_loss	33712.4916992
batch	360	valid_loss	31986.9221191
batch	380	valid_loss	30490.3144531
batch	400	valid_loss	29251.2600098
batch	420	valid_loss	28217.4643555
batch	440	valid_loss	27379.4501953
batch	460	valid_loss	26678.4477539
batch	480	valid_loss	26100.7922363
batch	500	valid_loss	25646.1254883
batch	520	valid_loss	25299.7199707
batch	540	valid_loss	25007.0915527
batch	560	valid_loss	24808.6303711
batch	580	valid_loss	24616.8681641
batch	600	valid_loss	24466.4558105
batch	620	valid_loss	24374.5263672
batch	640	valid_loss	24285.6789551
batch	660	valid_loss	24216.684082
batch	680	valid_loss	24124.8439941
batch	700	valid_loss	24054.4277344
batch	720	valid_loss	24017.0830078
batch	740	valid_loss	23972.0922852
batch	760	valid_loss	23943.8601074
batch	780	valid_loss	23920.96875
batch	800	valid_loss	23882.2006836
batch	820	valid_loss	23846.7043457
batch	840	valid_loss	23831.1096191
batch	860	valid_loss	23810.7866211
batch	880	valid_loss	23763.3425293
batch	900	valid_loss	23728.2023926
batch	920	valid_loss	23735.3666992
batch	940	valid_loss	23738.0856934
batch	960	valid_loss	23726.2609863
batch	980	valid_loss	23714.4580078
batch	1000	valid_loss	23678.552002
batch	1020	valid_loss	23650.5581055
batch	1040	valid_loss	23683.1213379
batch	1060	valid_loss	23685.640625
batch	1080	valid_loss	23667.8652344
batch	1100	valid_loss	23638.8068848
batch	1120	valid_loss	23614.8459473
batch	1140	valid_loss	23645.7988281
batch	1160	valid_loss	23610.6320801
batch	1180	valid_loss	23619.458252
batch	1200	valid_loss	23606.6223145
batch	1220	valid_loss	23571.979248
batch	1240	valid_loss	23605.9428711
batch	1260	valid_loss	23639.0234375
batch	1280	valid_loss	23640.4870605
batch	1300	valid_loss	23604.2873535
batch	1320	valid_loss	23602.3808594
batch	1340	valid_loss	23601.7138672
batch	1360	valid_loss	23610.9807129
batch	1380	valid_loss	23596.3173828
batch	1400	valid_loss	23622.1884766
batch	1420	valid_loss	23607.3820801
batch	1440	valid_loss	23590.1428223
batch	1460	valid_loss	23611.0046387
batch	1480	valid_loss	23611.6228027
batch	1500	valid_loss	23582.8356934
batch	1520	valid_loss	23573.6311035
batch	1540	valid_loss	23577.8381348
batch	1560	valid_loss	23599.9475098
batch	1580	valid_loss	23639.7497559
batch	1600	valid_loss	23619.4367676
batch	1620	valid_loss	23611.3098145
batch	1640	valid_loss	23568.3188477
batch	1660	valid_loss	23614.7121582
batch	1680	valid_loss	23597.4440918
batch	1700	valid_loss	23599.8798828
batch	1720	valid_loss	23577.5959473
batch	1740	valid_loss	23612.2900391
batch	1760	valid_loss	23619.1508789
batch	1780	valid_loss	23586.1669922
batch	1800	valid_loss	23574.8125
batch	1820	valid_loss	23580.329834
batch	1840	valid_loss	23555.2900391
batch	1860	valid_loss	23561.0097656
batch	1880	valid_loss	23570.9902344
batch	1900	valid_loss	23622.7409668
batch	1920	valid_loss	23626.7541504
batch	1940	valid_loss	23569.8061523
batch	1960	valid_loss	23563.0432129
batch	1980	valid_loss	23599.8034668
batch	2000	valid_loss	23607.2973633
batch	2020	valid_loss	23599.8842773
batch	2040	valid_loss	23556.557373
batch	2060	valid_loss	23540.0429688
batch	2080	valid_loss	23611.5212402
batch	2100	valid_loss	23566.1169434
batch	2120	valid_loss	23587.0205078
batch	2140	valid_loss	23559.421875
batch	2160	valid_loss	23539.4987793
batch	2180	valid_loss	23595.2749023
batch	2200	valid_loss	23608.355957
batch	2220	valid_loss	23622.576416
