	Experiment	Encoded_len	Uniq_words	Variational	Uniq	Layernum	Train_char_acc	Valid_char_acc	Test_char_acc	Test_word_acc	Test_Leven_avg	Train_Leven_avg	Valid_Leven_avg	Layers
0	autoencoder_lowered_180_20170425191019	180.0	1000000	False	True	2	0.9502671033057053	0.9503699839641415	0.95046272145907	0.6332618481809926	0.495372785409	0.497328966943	0.496300160359	[180, 480]
1	autoencoder_lowered_180_20170425190845	180.0	200000	False	True	2	0.9669624811670893	0.9532960975968252	0.9533401925479532	0.734989343720144	0.46659807452	0.330375188329	0.467039024032	[180, 480]
2	autoencoder_lowered_180_20170425190359	180.0	100000	False	True	2	0.9789908116646003	0.9649728260869566	0.9650135869565217	0.210091883354	0.8404891304347826	0.35027173913	0.349864130435	[180, 480]
3	autoencoder_lowered_180_20170425190717	180.0	100000	False	True	2	0.9786154656159242	0.9651902173913044	0.9638722826086956	0.8296195652173913	0.361277173913	0.213845343841	0.348097826087	[180, 480]
