START
config	160	1140
batch	0	valid_loss	10609619.4375
batch	30	valid_loss	283114.537109
batch	60	valid_loss	106451.660156
batch	90	valid_loss	97216.1650391
batch	120	valid_loss	96236.375
batch	150	valid_loss	95573.8271484
batch	180	valid_loss	94889.7949219
batch	210	valid_loss	94114.8994141
batch	240	valid_loss	93255.8227539
batch	270	valid_loss	92297.5019531
batch	300	valid_loss	91323.3657227
batch	330	valid_loss	90325.8139648
batch	360	valid_loss	89260.9394531
batch	390	valid_loss	88227.5004883
batch	420	valid_loss	87267.7421875
batch	450	valid_loss	86307.6518555
batch	480	valid_loss	85387.019043
batch	510	valid_loss	84454.6010742
batch	540	valid_loss	83507.8925781
batch	570	valid_loss	82580.8671875
batch	600	valid_loss	81631.9277344
batch	630	valid_loss	80824.1791992
batch	660	valid_loss	79892.4086914
batch	690	valid_loss	78949.6821289
batch	720	valid_loss	78052.4702148
batch	750	valid_loss	77166.3251953
batch	780	valid_loss	76319.9936523
batch	810	valid_loss	75438.0317383
batch	840	valid_loss	74666.2290039
batch	870	valid_loss	73863.1704102
batch	900	valid_loss	73122.9326172
batch	930	valid_loss	72344.5878906
batch	960	valid_loss	71608.3959961
batch	990	valid_loss	70923.1640625
batch	1020	valid_loss	70201.590332
batch	1050	valid_loss	69586.4936523
batch	1080	valid_loss	68873.8911133
batch	1110	valid_loss	68223.8745117
batch	1140	valid_loss	67595.0341797
batch	1170	valid_loss	66971.7084961
batch	1200	valid_loss	66370.7880859
batch	1230	valid_loss	65733.1733398
batch	1260	valid_loss	65199.9628906
batch	1290	valid_loss	64550.6914062
batch	1320	valid_loss	63963.105957
batch	1350	valid_loss	63466.5541992
batch	1380	valid_loss	62862.7358398
batch	1410	valid_loss	62337.1254883
batch	1440	valid_loss	61821.4033203
batch	1470	valid_loss	61246.1772461
batch	1500	valid_loss	60790.6679688
batch	1530	valid_loss	60313.3920898
batch	1560	valid_loss	59828.0771484
batch	1590	valid_loss	59318.2792969
batch	1620	valid_loss	58867.9199219
batch	1650	valid_loss	58430.4741211
batch	1680	valid_loss	57996.8164062
batch	1710	valid_loss	57597.1611328
batch	1740	valid_loss	57134.8349609
batch	1770	valid_loss	56726.9213867
batch	1800	valid_loss	56330.8598633
batch	1830	valid_loss	55967.6704102
batch	1860	valid_loss	55585.5561523
batch	1890	valid_loss	55201.7910156
batch	1920	valid_loss	54853.7543945
batch	1950	valid_loss	54513.2543945
batch	1980	valid_loss	54196.7885742
batch	2010	valid_loss	53804.6787109
batch	2040	valid_loss	53544.1416016
batch	2070	valid_loss	53205.8217773
batch	2100	valid_loss	52830.3769531
batch	2130	valid_loss	52516.3100586
batch	2160	valid_loss	52271.5039062
batch	2190	valid_loss	51942.190918
batch	2220	valid_loss	51667.9248047
batch	2250	valid_loss	51358.8139648
batch	2280	valid_loss	51069.7143555
batch	2310	valid_loss	50771.4423828
batch	2340	valid_loss	50505.1938477
batch	2370	valid_loss	50296.1850586
batch	2400	valid_loss	49965.4404297
batch	2430	valid_loss	49783.46875
batch	2460	valid_loss	49532.902832
batch	2490	valid_loss	49264.394043
batch	2520	valid_loss	49012.2558594
batch	2550	valid_loss	48721.9262695
batch	2580	valid_loss	48487.3408203
batch	2610	valid_loss	48306.8164062
batch	2640	valid_loss	48074.9814453
