START
config	420	1140
batch	0	valid_loss	175880.033203
batch	20	valid_loss	117058.249023
batch	40	valid_loss	109003.764648
batch	60	valid_loss	104555.427734
batch	80	valid_loss	100848.597656
batch	100	valid_loss	97234.4755859
batch	120	valid_loss	94076.7304688
batch	140	valid_loss	90614.0546875
batch	160	valid_loss	87388.359375
batch	180	valid_loss	84243.3125
batch	200	valid_loss	81176.2680664
batch	220	valid_loss	78525.1977539
batch	240	valid_loss	75928.0380859
batch	260	valid_loss	73625.5922852
batch	280	valid_loss	71528.2260742
batch	300	valid_loss	69675.7563477
batch	320	valid_loss	67980.8764648
batch	340	valid_loss	66501.1259766
batch	360	valid_loss	65140.8320312
batch	380	valid_loss	64052.440918
batch	400	valid_loss	63034.5839844
batch	420	valid_loss	62123.1811523
batch	440	valid_loss	61318.1098633
batch	460	valid_loss	60687.1992188
batch	480	valid_loss	60029.8515625
batch	500	valid_loss	59366.3999023
batch	520	valid_loss	58843.4208984
batch	540	valid_loss	58522.4150391
batch	560	valid_loss	57896.4970703
batch	580	valid_loss	57548.6347656
batch	600	valid_loss	57181.2456055
batch	620	valid_loss	56887.5424805
batch	640	valid_loss	56494.0878906
batch	660	valid_loss	56196.421875
batch	680	valid_loss	55743.3291016
batch	700	valid_loss	55582.8110352
batch	720	valid_loss	55320.9995117
batch	740	valid_loss	55147.0307617
batch	760	valid_loss	54840.7392578
batch	780	valid_loss	54875.7373047
batch	800	valid_loss	54639.9897461
batch	820	valid_loss	54394.5947266
batch	840	valid_loss	54289.027832
batch	860	valid_loss	54219.0029297
batch	880	valid_loss	54065.4609375
batch	900	valid_loss	53910.7236328
batch	920	valid_loss	53783.2661133
batch	940	valid_loss	53752.1591797
batch	960	valid_loss	53570.1616211
batch	980	valid_loss	53401.4350586
batch	1000	valid_loss	53274.8613281
batch	1020	valid_loss	53257.9360352
batch	1040	valid_loss	53084.5170898
batch	1060	valid_loss	53072.2519531
batch	1080	valid_loss	53050.8364258
batch	1100	valid_loss	52974.9394531
batch	1120	valid_loss	52834.909668
batch	1140	valid_loss	52804.6010742
batch	1160	valid_loss	52930.5898438
batch	1180	valid_loss	52630.8706055
batch	1200	valid_loss	52761.0463867
batch	1220	valid_loss	52555.6113281
batch	1240	valid_loss	52554.5561523
batch	1260	valid_loss	52573.7543945
batch	1280	valid_loss	52429.8686523
batch	1300	valid_loss	52221.980957
batch	1320	valid_loss	52259.1279297
batch	1340	valid_loss	52168.8168945
batch	1360	valid_loss	52202.1826172
batch	1380	valid_loss	52112.4355469
batch	1400	valid_loss	52195.3525391
batch	1420	valid_loss	52133.1762695
batch	1440	valid_loss	51976.5292969
batch	1460	valid_loss	52012.7250977
batch	1480	valid_loss	52126.6083984
batch	1500	valid_loss	51993.3452148
batch	1520	valid_loss	51993.5820312
batch	1540	valid_loss	51968.6069336
batch	1560	valid_loss	52039.4008789
batch	1580	valid_loss	51924.5527344
batch	1600	valid_loss	51856.8823242
batch	1620	valid_loss	51666.0986328
batch	1640	valid_loss	51719.0571289
batch	1660	valid_loss	51650.125
batch	1680	valid_loss	51680.019043
batch	1700	valid_loss	51644.324707
batch	1720	valid_loss	51695.6049805
batch	1740	valid_loss	51653.5273438
batch	1760	valid_loss	51611.59375
batch	1780	valid_loss	51742.5273438
batch	1800	valid_loss	51630.4350586
batch	1820	valid_loss	51711.8134766
batch	1840	valid_loss	51602.6523438
batch	1860	valid_loss	51579.9345703
batch	1880	valid_loss	51665.2231445
batch	1900	valid_loss	51458.9794922
batch	1920	valid_loss	51379.4892578
batch	1940	valid_loss	51388.6992188
batch	1960	valid_loss	51372.8427734
batch	1980	valid_loss	51344.269043
batch	2000	valid_loss	51375.7338867
batch	2020	valid_loss	51447.7719727
batch	2040	valid_loss	51385.7749023
batch	2060	valid_loss	51291.6923828
batch	2080	valid_loss	51293.0400391
batch	2100	valid_loss	51548.15625
batch	2120	valid_loss	51321.3076172
batch	2140	valid_loss	51443.8408203
batch	2160	valid_loss	51308.0341797
batch	2180	valid_loss	51417.6635742
batch	2200	valid_loss	51379.0351562
batch	2220	valid_loss	51313.9482422
batch	2240	valid_loss	51055.7304688
batch	2260	valid_loss	51181.8842773
batch	2280	valid_loss	51143.4370117
batch	2300	valid_loss	51160.9174805
batch	2320	valid_loss	51067.4882812
batch	2340	valid_loss	51210.1967773
batch	2360	valid_loss	51230.6640625
batch	2380	valid_loss	51082.4248047
batch	2400	valid_loss	51185.199707
batch	2420	valid_loss	51179.815918
batch	2440	valid_loss	51250.9345703
batch	2460	valid_loss	51207.7182617
batch	2480	valid_loss	51118.3769531
batch	2500	valid_loss	51246.3227539
batch	2520	valid_loss	51087.1923828
batch	2540	valid_loss	51043.6064453
batch	2560	valid_loss	51030.328125
batch	2580	valid_loss	51011.8427734
batch	2600	valid_loss	50919.659668
batch	2620	valid_loss	51050.3486328
batch	2640	valid_loss	51074.2792969
batch	2660	valid_loss	51094.9174805
batch	2680	valid_loss	51033.2358398
batch	2700	valid_loss	51020.0864258
batch	2720	valid_loss	51190.8491211
batch	2740	valid_loss	50889.6162109
batch	2760	valid_loss	51142.4921875
batch	2780	valid_loss	50947.284668
batch	2800	valid_loss	51102.6000977
batch	2820	valid_loss	51103.9482422
batch	2840	valid_loss	50961.8964844
batch	2860	valid_loss	50828.4672852
batch	2880	valid_loss	50905.9033203
batch	2900	valid_loss	50855.4931641
batch	2920	valid_loss	50884.2695312
batch	2940	valid_loss	50839.1962891
batch	2960	valid_loss	50962.2553711
batch	2980	valid_loss	50956.5
batch	3000	valid_loss	50816.046875
batch	3020	valid_loss	50866.6655273
batch	3040	valid_loss	50985.0302734
batch	3060	valid_loss	50907.6279297
batch	3080	valid_loss	50915.8383789
batch	3100	valid_loss	50870.8618164
batch	3120	valid_loss	51034.090332
batch	3140	valid_loss	50897.5976562
batch	3160	valid_loss	50850.1201172
batch	3180	valid_loss	50729.3310547
batch	3200	valid_loss	50757.5800781
batch	3220	valid_loss	50750.3955078
batch	3240	valid_loss	50784.784668
batch	3260	valid_loss	50722.6279297
batch	3280	valid_loss	50878.3417969
batch	3300	valid_loss	50847.4287109
batch	3320	valid_loss	50769.2724609
batch	3340	valid_loss	50917.3139648
batch	3360	valid_loss	50802.6625977
batch	3380	valid_loss	50940.7856445
batch	3400	valid_loss	50837.9140625
batch	3420	valid_loss	50842.5654297
batch	3440	valid_loss	50926.9755859
batch	3460	valid_loss	50777.4018555
batch	3480	valid_loss	50691.1894531
batch	3500	valid_loss	50710.6357422
batch	3520	valid_loss	50704.5722656
batch	3540	valid_loss	50669.2475586
batch	3560	valid_loss	50736.5673828
batch	3580	valid_loss	50805.7333984
batch	3600	valid_loss	50736.2436523
batch	3620	valid_loss	50658.3212891
batch	3640	valid_loss	50712.1743164
batch	3660	valid_loss	50980.6479492
batch	3680	valid_loss	50660.3476562
batch	3700	valid_loss	50872.940918
batch	3720	valid_loss	50737.4057617
batch	3740	valid_loss	50911.3198242
batch	3760	valid_loss	50770.140625
batch	3780	valid_loss	50744.5849609
batch	3800	valid_loss	50555.809082
batch	3820	valid_loss	50624.3710938
batch	3840	valid_loss	50663.2836914
batch	3860	valid_loss	50684.9672852
batch	3880	valid_loss	50578.8769531
batch	3900	valid_loss	50769.9033203
batch	3920	valid_loss	50718.6069336
batch	3940	valid_loss	50612.0795898
batch	3960	valid_loss	50717.1611328
batch	3980	valid_loss	50698.8168945
batch	4000	valid_loss	50758.137207
batch	4020	valid_loss	50730.5561523
batch	4040	valid_loss	50680.8999023
batch	4060	valid_loss	50839.3974609
batch	4080	valid_loss	50677.730957
batch	4100	valid_loss	50602.8496094
batch	4120	valid_loss	50599.6762695
batch	4140	valid_loss	50631.2919922
batch	4160	valid_loss	50604.4790039
batch	4180	valid_loss	50636.5512695
batch	4200	valid_loss	50629.3886719
batch	4220	valid_loss	50718.3681641
batch	4240	valid_loss	50643.0429688
batch	4260	valid_loss	50648.7451172
batch	4280	valid_loss	50851.8686523
batch	4300	valid_loss	50608.6953125
batch	4320	valid_loss	50768.3525391
batch	4340	valid_loss	50620.3803711
batch	4360	valid_loss	50751.4042969
batch	4380	valid_loss	50777.3173828
batch	4400	valid_loss	50644.0908203
batch	4420	valid_loss	50444.8950195
batch	4440	valid_loss	50553.3188477
batch	4460	valid_loss	50494.8608398
batch	4480	valid_loss	50568.3608398
batch	4500	valid_loss	50479.9926758
batch	4520	valid_loss	50672.2978516
batch	4540	valid_loss	50624.1806641
batch	4560	valid_loss	50452.6625977
batch	4580	valid_loss	50574.0751953
batch	4600	valid_loss	50694.6279297
batch	4620	valid_loss	50621.7973633
batch	4640	valid_loss	50605.4458008
batch	4660	valid_loss	50621.7714844
batch	4680	valid_loss	50772.2241211
batch	4700	valid_loss	50586.2397461
batch	4720	valid_loss	50549.34375
batch	4740	valid_loss	50377.9511719
batch	4760	valid_loss	50488.1914062
batch	4780	valid_loss	50524.2719727
batch	4800	valid_loss	50549.1699219
batch	4820	valid_loss	50443.4985352
batch	4840	valid_loss	50634.8950195
batch	4860	valid_loss	50604.2548828
batch	4880	valid_loss	50517.6025391
batch	4900	valid_loss	50636.4443359
batch	4920	valid_loss	50538.7329102
batch	4940	valid_loss	50709.4633789
batch	4960	valid_loss	50591.9785156
batch	4980	valid_loss	50606.8222656
batch	5000	valid_loss	50729.8139648
batch	5020	valid_loss	50496.8061523
batch	5040	valid_loss	50440.331543
batch	5060	valid_loss	50472.9760742
batch	5080	valid_loss	50512.8554688
batch	5100	valid_loss	50441.6508789
batch	5120	valid_loss	50482.7290039
batch	5140	valid_loss	50595.5761719
batch	5160	valid_loss	50542.7524414
batch	5180	valid_loss	50476.5078125
batch	5200	valid_loss	50464.0927734
batch	5220	valid_loss	50795.722168
batch	5240	valid_loss	50489.4125977
batch	5260	valid_loss	50618.9433594
batch	5280	valid_loss	50536.828125
batch	5300	valid_loss	50678.984375
batch	5320	valid_loss	50570.253418
batch	5340	valid_loss	50533.6503906
batch	5360	valid_loss	50310.597168
batch	5380	valid_loss	50437.121582
batch	5400	valid_loss	50459.2563477
batch	5420	valid_loss	50477.8808594
batch	5440	valid_loss	50346.9077148
batch	5460	valid_loss	50535.2700195
batch	5480	valid_loss	50539.0253906
batch	5500	valid_loss	50379.8046875
batch	5520	valid_loss	50533.121582
batch	5540	valid_loss	50485.3925781
batch	5560	valid_loss	50644.5742188
batch	5580	valid_loss	50586.3320312
batch	5600	valid_loss	50527.6474609
batch	5620	valid_loss	50671.2749023
batch	5640	valid_loss	50500.9365234
batch	5660	valid_loss	50453.0068359
batch	5680	valid_loss	50428.012207
batch	5700	valid_loss	50489.3686523
batch	5720	valid_loss	50449.8764648
batch	5740	valid_loss	50515.2109375
batch	5760	valid_loss	50468.9970703
batch	5780	valid_loss	50578.2504883
batch	5800	valid_loss	50476.1865234
batch	5820	valid_loss	50517.0581055
batch	5840	valid_loss	50697.3388672
batch	5860	valid_loss	50383.8144531
batch	5880	valid_loss	50633.5048828
batch	5900	valid_loss	50427.5444336
batch	5920	valid_loss	50590.449707
batch	5940	valid_loss	50632.2192383
batch	5960	valid_loss	50467.0151367
batch	5980	valid_loss	50343.4306641
batch	6000	valid_loss	50378.7075195
batch	6020	valid_loss	50402.9599609
batch	6040	valid_loss	50419.3256836
batch	6060	valid_loss	50361.3710938
batch	6080	valid_loss	50531.2666016
batch	6100	valid_loss	50463.2402344
batch	6120	valid_loss	50307.6796875
batch	6140	valid_loss	50416.5083008
batch	6160	valid_loss	50552.3706055
batch	6180	valid_loss	50489.4760742
batch	6200	valid_loss	50509.7426758
batch	6220	valid_loss	50457.875
batch	6240	valid_loss	50621.800293
batch	6260	valid_loss	50481.0244141
batch	6280	valid_loss	50418.7485352
batch	6300	valid_loss	50251.6660156
batch	6320	valid_loss	50378.7338867
batch	6340	valid_loss	50367.7373047
batch	6360	valid_loss	50418.8330078
batch	6380	valid_loss	50317.0854492
batch	6400	valid_loss	50518.9838867
batch	6420	valid_loss	50488.5722656
batch	6440	valid_loss	50367.9702148
batch	6460	valid_loss	50559.2285156
batch	6480	valid_loss	50430.7451172
batch	6500	valid_loss	50604.0009766
batch	6520	valid_loss	50515.4726562
batch	6540	valid_loss	50481.1845703
batch	6560	valid_loss	50553.7041016
batch	6580	valid_loss	50417.355957
batch	6600	valid_loss	50302.8374023
batch	6620	valid_loss	50391.2109375
batch	6640	valid_loss	50376.3588867
batch	6660	valid_loss	50369.6162109
batch	6680	valid_loss	50408.4277344
batch	6700	valid_loss	50498.3359375
batch	6720	valid_loss	50458.0527344
batch	6740	valid_loss	50340.8203125
batch	6760	valid_loss	50359.0224609
batch	6780	valid_loss	50667.3168945
batch	6800	valid_loss	50361.3852539
batch	6820	valid_loss	50592.1489258
batch	6840	valid_loss	50465.628418
batch	6860	valid_loss	50623.2827148
batch	6880	valid_loss	50521.5571289
batch	6900	valid_loss	50460.6479492
batch	6920	valid_loss	50267.5063477
batch	6940	valid_loss	50385.4311523
batch	6960	valid_loss	50369.1704102
batch	6980	valid_loss	50395.6762695
batch	7000	valid_loss	50271.8022461
batch	7020	valid_loss	50502.800293
batch	7040	valid_loss	50451.331543
batch	7060	valid_loss	50305.0844727
batch	7080	valid_loss	50437.5126953
batch	7100	valid_loss	50434.9833984
batch	7120	valid_loss	50545.8862305
batch	7140	valid_loss	50461.7587891
batch	7160	valid_loss	50443.5258789
batch	7180	valid_loss	50607.2324219
batch	7200	valid_loss	50429.7207031
batch	7220	valid_loss	50325.5859375
batch	7240	valid_loss	50334.6279297
batch	7260	valid_loss	50386.9536133
batch	7280	valid_loss	50355.6860352
batch	7300	valid_loss	50421.2084961
batch	7320	valid_loss	50396.3276367
batch	7340	valid_loss	50486.1357422
batch	7360	valid_loss	50371.3149414
batch	7380	valid_loss	50397.3623047
batch	7400	valid_loss	50603.7158203
batch	7420	valid_loss	50349.9804688
batch	7440	valid_loss	50575.5874023
batch	7460	valid_loss	50393.3188477
batch	7480	valid_loss	50557.6962891
batch	7500	valid_loss	50570.277832
