START
config	100	960
batch	0	valid_loss	177935.445312
batch	20	valid_loss	121189.748047
batch	40	valid_loss	114717.576172
batch	60	valid_loss	110519.451172
batch	80	valid_loss	107988.269531
batch	100	valid_loss	105840.839844
batch	120	valid_loss	103336.423828
batch	140	valid_loss	100754.620117
batch	160	valid_loss	98019.9384766
batch	180	valid_loss	95159.7890625
batch	200	valid_loss	92163.5634766
batch	220	valid_loss	89237.1318359
batch	240	valid_loss	86358.3276367
batch	260	valid_loss	83558.1943359
batch	280	valid_loss	80929.3139648
batch	300	valid_loss	78503.9741211
batch	320	valid_loss	76293.5288086
batch	340	valid_loss	74324.5375977
batch	360	valid_loss	72603.8764648
batch	380	valid_loss	71046.4897461
batch	400	valid_loss	69694.3974609
batch	420	valid_loss	68557.4887695
batch	440	valid_loss	67561.1679688
batch	460	valid_loss	66733.8515625
batch	480	valid_loss	66024.0131836
batch	500	valid_loss	65496.9174805
batch	520	valid_loss	65018.4472656
batch	540	valid_loss	64656.4052734
batch	560	valid_loss	64386.3178711
batch	580	valid_loss	64128.9316406
batch	600	valid_loss	63895.4692383
batch	620	valid_loss	63789.2578125
batch	640	valid_loss	63651.2978516
batch	660	valid_loss	63600.7397461
batch	680	valid_loss	63504.9628906
batch	700	valid_loss	63420.371582
batch	720	valid_loss	63330.0532227
batch	740	valid_loss	63240.3583984
batch	760	valid_loss	63232.1738281
batch	780	valid_loss	63212.6630859
batch	800	valid_loss	63165.2773438
batch	820	valid_loss	63078.3027344
batch	840	valid_loss	63045.925293
batch	860	valid_loss	63071.2998047
batch	880	valid_loss	63054.472168
batch	900	valid_loss	62983.8481445
batch	920	valid_loss	62977.4628906
batch	940	valid_loss	62968.2373047
batch	960	valid_loss	62995.6118164
batch	980	valid_loss	62989.4521484
batch	1000	valid_loss	62983.4423828
batch	1020	valid_loss	62936.1293945
batch	1040	valid_loss	62935.4765625
batch	1060	valid_loss	62942.4580078
batch	1080	valid_loss	62933.6162109
batch	1100	valid_loss	62927.2646484
batch	1120	valid_loss	62972.7949219
batch	1140	valid_loss	62866.9628906
batch	1160	valid_loss	62897.7290039
batch	1180	valid_loss	62930.1098633
batch	1200	valid_loss	62878.8813477
batch	1220	valid_loss	62822.1542969
batch	1240	valid_loss	62889.8125
batch	1260	valid_loss	62879.3139648
batch	1280	valid_loss	62917.1103516
batch	1300	valid_loss	62962.5048828
batch	1320	valid_loss	62938.1987305
batch	1340	valid_loss	62871.5375977
batch	1360	valid_loss	62845.4594727
batch	1380	valid_loss	62898.6831055
batch	1400	valid_loss	62920.9682617
batch	1420	valid_loss	62890.9111328
batch	1440	valid_loss	62875.8618164
batch	1460	valid_loss	62838.8862305
batch	1480	valid_loss	62868.5136719
batch	1500	valid_loss	62916.3886719
batch	1520	valid_loss	62829.5219727
batch	1540	valid_loss	62849.4863281
batch	1560	valid_loss	62860.1123047
batch	1580	valid_loss	62898.1235352
batch	1600	valid_loss	62929.0996094
batch	1620	valid_loss	62941.7255859
batch	1640	valid_loss	62904.921875
batch	1660	valid_loss	62848.230957
batch	1680	valid_loss	62877.578125
batch	1700	valid_loss	62934.862793
batch	1720	valid_loss	62913.8515625
batch	1740	valid_loss	62926.1865234
batch	1760	valid_loss	62835.2485352
batch	1780	valid_loss	62863.1933594
batch	1800	valid_loss	62915.9404297
batch	1820	valid_loss	62925.8862305
batch	1840	valid_loss	62812.5493164
batch	1860	valid_loss	62860.9731445
batch	1880	valid_loss	62889.9018555
batch	1900	valid_loss	62908.8945312
batch	1920	valid_loss	62980.2163086
batch	1940	valid_loss	62954.4868164
batch	1960	valid_loss	62909.9067383
batch	1980	valid_loss	62927.6835938
batch	2000	valid_loss	62913.6943359
batch	2020	valid_loss	62931.2875977
batch	2040	valid_loss	62904.9638672
batch	2060	valid_loss	62922.2700195
batch	2080	valid_loss	62867.2851562
batch	2100	valid_loss	62906.8862305
batch	2120	valid_loss	62959.9379883
batch	2140	valid_loss	62890.480957
batch	2160	valid_loss	62852.2299805
batch	2180	valid_loss	62918.2993164
batch	2200	valid_loss	62926.4750977
batch	2220	valid_loss	62977.8081055
batch	2240	valid_loss	62955.1547852
batch	2260	valid_loss	62927.1645508
batch	2280	valid_loss	62905.0673828
batch	2300	valid_loss	62899.1948242
batch	2320	valid_loss	62959.7294922
batch	2340	valid_loss	62962.543457
batch	2360	valid_loss	62973.425293
batch	2380	valid_loss	62887.6845703
batch	2400	valid_loss	62859.2578125
batch	2420	valid_loss	62948.6445312
batch	2440	valid_loss	62949.0444336
batch	2460	valid_loss	62837.1533203
batch	2480	valid_loss	62881.5761719
batch	2500	valid_loss	62895.0268555
batch	2520	valid_loss	62950.8793945
batch	2540	valid_loss	62958.9731445
batch	2560	valid_loss	62961.4199219
batch	2580	valid_loss	62938.1518555
batch	2600	valid_loss	62921.1132812
batch	2620	valid_loss	62930.1064453
batch	2640	valid_loss	62937.5429688
batch	2660	valid_loss	62925.652832
batch	2680	valid_loss	62963.3613281
batch	2700	valid_loss	62863.8422852
batch	2720	valid_loss	62904.5732422
batch	2740	valid_loss	62972.3725586
batch	2760	valid_loss	62917.1337891
batch	2780	valid_loss	62845.359375
batch	2800	valid_loss	62934.6464844
batch	2820	valid_loss	62931.5859375
batch	2840	valid_loss	62961.9638672
batch	2860	valid_loss	63014.1401367
batch	2880	valid_loss	62971.4628906
batch	2900	valid_loss	62899.9716797
batch	2920	valid_loss	62903.3891602
batch	2940	valid_loss	62954.9262695
batch	2960	valid_loss	62969.8105469
batch	2980	valid_loss	62937.6230469
batch	3000	valid_loss	62905.8876953
